Time,GPS_Lat,GPS_Lon,GPS_Alt,Target_Lat,Target_Lon,Target_Alt
1751170921.1807532,36.0757765,136.213294,0.009,36.0757765,136.213294,0.01
1751170921.280968,36.0757765,136.213294,0.009,36.0757765,136.213294,0.01
1751170921.3811996,36.0757765,136.213294,0.007,36.0757765,136.213294,0.01
1751170921.481407,36.0757765,136.213294,0.007,36.0757765,136.213294,0.01
1751170921.581612,36.0757765,136.213294,0.006,36.0757765,136.213294,0.01
1751170921.681824,36.0757765,136.213294,0.006,36.0757765,136.213294,0.01
1751170921.782029,36.0757765,136.213294,0.004,36.0757765,136.213294,0.01
1751170921.8822274,36.0757765,136.213294,0.004,36.0757765,136.213294,0.01
1751170921.9824476,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170922.0826511,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170922.1828516,36.0757765,136.213294,0.001,36.0757765,136.213294,0.01
1751170922.2830484,36.0757765,136.213294,0.001,36.0757765,136.213294,0.01
1751170922.3832445,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170922.483444,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170922.58364,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170922.683837,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170922.7840335,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170922.8842306,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170922.9843037,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.0843673,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.184433,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.2844977,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.3845606,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.4846263,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.5846903,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170923.6847563,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170923.7848256,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170923.8848941,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170923.98496,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170924.0850258,36.0757765,136.213294,0.001,36.0757765,136.213294,0.01
1751170924.18509,36.0757765,136.213294,0.001,36.0757765,136.213294,0.01
1751170924.2851555,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170924.3852193,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170924.485285,36.0757765,136.213294,0.003,36.0757765,136.213294,0.01
1751170924.5853496,36.0757765,136.213294,0.003,36.0757765,136.213294,0.01
1751170924.685415,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170924.7854786,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170924.8855438,36.0757765,136.213294,0.008,36.0757765,136.213294,0.01
1751170924.9856088,36.0757765,136.213294,0.008,36.0757765,136.213294,0.01
1751170925.085674,36.0757765,136.213294,0.01,36.0757765,136.213294,0.01
1751170925.1857398,36.0757765,136.213294,0.01,36.0757765,136.213294,0.01
1751170925.2858062,36.0757765,136.213294,0.013,36.0757765,136.213294,0.01
1751170925.3858702,36.0757765,136.213294,0.013,36.0757765,136.213294,0.01
1751170925.4859354,36.0757765,136.213294,0.015,36.0757765,136.213294,0.01
1751170925.5859997,36.0757765,136.213294,0.015,36.0757765,136.213294,0.01
1751170925.6860652,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170925.7861335,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170925.8861992,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170925.9862638,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170926.0863287,36.0757765,136.213294,0.023,36.0757765,136.213294,0.01
1751170926.1863928,36.0757765,136.213294,0.023,36.0757765,136.213294,0.01
1751170926.2864552,36.0757765,136.213294,0.024,36.0757765,136.213294,0.01
1751170926.3865182,36.0757765,136.213294,0.024,36.0757765,136.213294,0.01
1751170926.4865818,36.0757765,136.213294,0.025,36.0757765,136.213294,0.01
1751170926.5866446,36.0757765,136.213294,0.025,36.0757765,136.213294,0.01
1751170926.6867082,36.0757765,136.213294,0.026,36.0757765,136.213294,0.01
1751170926.7867703,36.0757765,136.213294,0.026,36.0757765,136.213294,0.01
1751170926.8868337,36.0757765,136.213294,0.026,36.0757765,136.213294,0.01
1751170926.986896,36.0757765,136.213294,0.026,36.0757765,136.213294,0.01
1751170927.0869594,36.0757765,136.213294,0.026,36.0757765,136.213294,0.01
1751170927.1870205,36.0757765,136.213294,0.026,36.0757765,136.213294,0.01
1751170927.2870839,36.0757765,136.213294,0.025,36.0757765,136.213294,0.01
1751170927.387146,36.0757765,136.213294,0.025,36.0757765,136.213294,0.01
1751170927.4872096,36.0757765,136.213294,0.024,36.0757765,136.213294,0.01
1751170927.5872722,36.0757765,136.213294,0.024,36.0757765,136.213294,0.01
1751170927.687336,36.0757765,136.213294,0.022,36.0757765,136.213294,0.01
1751170927.787402,36.0757765,136.213294,0.022,36.0757765,136.213294,0.01
1751170927.8874648,36.0757765,136.213294,0.021,36.0757765,136.213294,0.01
1751170927.9875271,36.0757765,136.213294,0.021,36.0757765,136.213294,0.01
1751170928.0875893,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170928.1876512,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170928.287714,36.0757765,136.213294,0.016,36.0757765,136.213294,0.01
1751170928.3877754,36.0757765,136.213294,0.016,36.0757765,136.213294,0.01
1751170928.487839,36.0757765,136.213294,0.013,36.0757765,136.213294,0.01
1751170928.587901,36.0757765,136.213294,0.013,36.0757765,136.213294,0.01
1751170928.6879637,36.0757765,136.213294,0.011,36.0757765,136.213294,0.01
1751170928.7880313,36.0757765,136.213294,0.011,36.0757765,136.213294,0.01
1751170928.8880978,36.0757765,136.213294,0.008,36.0757765,136.213294,0.01
1751170928.9881608,36.0757765,136.213294,0.008,36.0757765,136.213294,0.01
1751170929.0882246,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170929.1882868,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170929.28835,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170929.388412,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170929.4884744,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170929.5885365,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170929.6896026,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170929.7896686,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170929.8897297,36.0757765,136.213294,-0.004,36.0757765,136.213294,0.01
1751170929.9897935,36.0757765,136.213294,-0.004,36.0757765,136.213294,0.01
1751170930.089855,36.0757765,136.213294,-0.005,36.0757765,136.213294,0.01
1751170930.1899173,36.0757765,136.213294,-0.005,36.0757765,136.213294,0.01
1751170930.2899783,36.0757765,136.213294,-0.006,36.0757765,136.213294,0.01
1751170930.3900418,36.0757765,136.213294,-0.006,36.0757765,136.213294,0.01
1751170930.490104,36.0757765,136.213294,-0.007,36.0757765,136.213294,0.01
1751170930.5901682,36.0757765,136.213294,-0.007,36.0757765,136.213294,0.01
1751170930.6902301,36.0757765,136.213294,-0.007,36.0757765,136.213294,0.01
1751170930.7902923,36.0757765,136.213294,-0.007,36.0757765,136.213294,0.01
1751170930.8903532,36.0757765,136.213294,-0.006,36.0757765,136.213294,0.01
1751170930.990416,36.0757765,136.213294,-0.006,36.0757765,136.213294,0.01
1751170931.0904784,36.0757765,136.213294,-0.005,36.0757765,136.213294,0.01
1751170931.1905417,36.0757765,136.213294,-0.005,36.0757765,136.213294,0.01
1751170931.2906075,36.0757765,136.213294,-0.004,36.0757765,136.213294,0.01
1751170931.3906746,36.0757765,136.213294,-0.004,36.0757765,136.213294,0.01
1751170931.490738,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170931.5908003,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170931.690862,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170931.7909274,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170931.8909888,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170931.9910514,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170932.0911143,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170932.1911757,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170932.2912374,36.0757765,136.213294,0.007,36.0757765,136.213294,0.01
1751170932.3912995,36.0757765,136.213294,0.007,36.0757765,136.213294,0.01
1751170932.4913619,36.0757765,136.213294,0.01,36.0757765,136.213294,0.01
1751170932.5914252,36.0757765,136.213294,0.01,36.0757765,136.213294,0.01
1751170932.691487,36.0757765,136.213294,0.012,36.0757765,136.213294,0.01
1751170932.7915502,36.0757765,136.213294,0.012,36.0757765,136.213294,0.01
1751170932.8916118,36.0757765,136.213294,0.014,36.0757765,136.213294,0.01
1751170932.9916751,36.0757765,136.213294,0.014,36.0757765,136.213294,0.01
1751170933.0917368,36.0757765,136.213294,0.016,36.0757765,136.213294,0.01
1751170933.1917994,36.0757765,136.213294,0.016,36.0757765,136.213294,0.01
1751170933.2918608,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170933.3919246,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170933.4919872,36.0757765,136.213294,0.019,36.0757765,136.213294,0.01
1751170933.59205,36.0757765,136.213294,0.019,36.0757765,136.213294,0.01
1751170933.6921117,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170933.79218,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170933.8922465,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170933.99231,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170934.0923727,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170934.1924353,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170934.2924976,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170934.3925602,36.0757765,136.213294,0.02,36.0757765,136.213294,0.01
1751170934.4926221,36.0757765,136.213294,0.019,36.0757765,136.213294,0.01
1751170934.5926843,36.0757765,136.213294,0.019,36.0757765,136.213294,0.01
1751170934.6927466,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170934.7928104,36.0757765,136.213294,0.018,36.0757765,136.213294,0.01
1751170934.892872,36.0757765,136.213294,0.017,36.0757765,136.213294,0.01
1751170934.9929361,36.0757765,136.213294,0.017,36.0757765,136.213294,0.01
1751170935.0929985,36.0757765,136.213294,0.015,36.0757765,136.213294,0.01
1751170935.1930618,36.0757765,136.213294,0.015,36.0757765,136.213294,0.01
1751170935.2931235,36.0757765,136.213294,0.014,36.0757765,136.213294,0.01
1751170935.3931863,36.0757765,136.213294,0.014,36.0757765,136.213294,0.01
1751170935.4932487,36.0757765,136.213294,0.012,36.0757765,136.213294,0.01
1751170935.5933125,36.0757765,136.213294,0.012,36.0757765,136.213294,0.01
1751170935.6933742,36.0757765,136.213294,0.011,36.0757765,136.213294,0.01
1751170935.7934403,36.0757765,136.213294,0.011,36.0757765,136.213294,0.01
1751170935.893502,36.0757765,136.213294,0.009,36.0757765,136.213294,0.01
1751170935.9935646,36.0757765,136.213294,0.009,36.0757765,136.213294,0.01
1751170936.0936275,36.0757765,136.213294,0.008,36.0757765,136.213294,0.01
1751170936.1936898,36.0757765,136.213294,0.008,36.0757765,136.213294,0.01
1751170936.2937517,36.0757765,136.213294,0.006,36.0757765,136.213294,0.01
1751170936.393816,36.0757765,136.213294,0.006,36.0757765,136.213294,0.01
1751170936.4938776,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170936.5939403,36.0757765,136.213294,0.005,36.0757765,136.213294,0.01
1751170936.6940024,36.0757765,136.213294,0.003,36.0757765,136.213294,0.01
1751170936.7940657,36.0757765,136.213294,0.003,36.0757765,136.213294,0.01
1751170936.8941271,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170936.9941907,36.0757765,136.213294,0.002,36.0757765,136.213294,0.01
1751170937.0942528,36.0757765,136.213294,0.001,36.0757765,136.213294,0.01
1751170937.1943161,36.0757765,136.213294,0.001,36.0757765,136.213294,0.01
1751170937.2943783,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170937.3944402,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170937.4945018,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170937.5945642,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170937.6946268,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170937.7946928,36.0757765,136.213294,0.0,36.0757765,136.213294,0.01
1751170937.8947554,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170937.994818,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170938.094881,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170938.1949446,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170938.2950068,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170938.3950698,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170938.4951322,36.0757765,136.213294,-0.003,36.0757765,136.213294,0.01
1751170938.595196,36.0757765,136.213294,-0.003,36.0757765,136.213294,0.01
1751170938.6952584,36.0757765,136.213294,-0.003,36.0757765,136.213294,0.01
1751170938.7953255,36.0757765,136.213294,-0.003,36.0757765,136.213294,0.01
1751170938.8953884,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170938.9954524,36.0757765,136.213294,-0.002,36.0757765,136.213294,0.01
1751170939.0955145,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
1751170939.1955774,36.0757765,136.213294,-0.001,36.0757765,136.213294,0.01
