Time,GPS_Lat,GPS_Lon,GPS_Alt,Target_Lat,Target_Lon,Target_Alt
1751171549.4874136,36.0757765,136.213294,0.011,36.0757765,136.213294,0.1
1751171549.5874777,36.0757765,136.213294,0.011,36.0757765,136.213294,0.1
1751171549.6875412,36.0757765,136.213294,0.011,36.0757765,136.213294,0.1
1751171549.7876048,36.0757765,136.213294,0.011,36.0757765,136.213294,0.1
1751171549.8876688,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171549.9877312,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.0877957,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.1878586,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.2879229,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.3879862,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.488052,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.588114,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.68818,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.788247,36.0757765,136.213294,0.014,36.0757765,136.213294,0.1
1751171550.8883133,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171550.9883761,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.0884395,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.1885028,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.2885675,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.3886309,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.4886937,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.5887568,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.6888204,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.788883,36.0757765,136.213294,0.012,36.0757765,136.213294,0.1
1751171551.888947,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171551.9890099,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.089074,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.1891367,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.2892,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.3892627,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.4893262,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.5893893,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.6894531,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.7895172,36.0757765,136.213294,0.0,36.0757765,136.213294,0.1
1751171552.8895836,36.0757765,136.213294,-0.01,36.0757765,136.213294,0.1
1751171552.9896467,36.0757765,136.213294,-0.01,36.0757765,136.213294,0.1
1751171553.0897098,36.0757765,136.213294,-0.01,36.0757765,136.213294,0.1
1751171553.1897726,36.0757765,136.213294,-0.01,36.0757765,136.213294,0.1
1751171553.2898364,36.0757765,136.213294,-0.01,36.0757765,136.213294,0.1
1751171553.3898995,36.0757765,136.213294,-0.01,36.0757765,136.213294,0.1
