Time,GPS_Lat,GPS_Lon,GPS_Alt,Target_Lat,Target_Lon,Target_Alt
1751171907.9092708,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.0094945,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.1097105,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.2099216,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.3101513,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.410361,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.510572,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.610776,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.710976,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.8111775,36.0757765,136.213294,0.008,36.0757765,136.213294,0.5
1751171908.911374,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.011624,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.1118224,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.2120657,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.3122635,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.4125075,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.5127058,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.612896,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.713095,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.8132892,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171909.9134848,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.0136795,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.1138806,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.2140749,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.3142788,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.414475,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.5145369,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.6146076,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.7146761,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.8147464,36.0757765,136.213294,0.015,36.0757765,136.213294,0.5
1751171910.914814,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.0148828,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.1149487,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.2150185,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.3150856,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.4151533,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.5152192,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.6152875,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.7153544,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.8154235,36.0757765,136.213294,0.013,36.0757765,136.213294,0.5
1751171911.9154904,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
1751171912.0155594,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
1751171912.115626,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
1751171912.2156932,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
1751171912.3157609,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
1751171912.4158287,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
1751171912.5158951,36.0757765,136.213294,0.006,36.0757765,136.213294,0.5
