Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/15 18:16:25.103,-0.126,-0.026,-23.543,0.0,0.001,-0.0,0.001,-0.123,-0.027,-0.122,-0.027,-23.53,2007710,,,0.0092,0.5971,-21.0,PhaseCorr: err=0.0092 est_freq=0.5971 Hz corr=-21.
2026/01/15 18:16:25.203,-0.119,-0.025,-23.535,0.0,0.001,-0.0,0.001,-0.123,-0.027,-0.123,-0.027,-23.53,2007810,,,0.0092,0.5971,-21.0,PhaseCorr: err=0.0092 est_freq=0.5971 Hz corr=-21.
2026/01/15 18:16:25.303,-0.115,-0.03,-23.53,0.0,0.001,-0.0,0.001,-0.123,-0.027,-0.123,-0.027,-23.53,2007910,,,0.0092,0.5971,-21.0,PhaseCorr: err=0.0092 est_freq=0.5971 Hz corr=-21.
2026/01/15 18:16:25.403,-0.124,-0.021,-23.534,0.0,0.001,-0.001,0.001,-0.123,-0.027,-0.122,-0.028,-23.53,2008010,,,0.0092,0.5971,-21.0,PhaseCorr: err=0.0092 est_freq=0.5971 Hz corr=-21.
2026/01/15 18:16:25.503,-0.125,-0.029,-23.54,0.0,0.001,-0.0,0.001,-0.123,-0.027,-0.123,-0.028,-23.53,2008110,,,0.0092,0.5971,-21.0,PhaseCorr: err=0.0092 est_freq=0.5971 Hz corr=-21.
2026/01/15 18:16:25.603,-0.132,-0.024,-23.521,0.0,0.0,-0.0,0.001,-0.123,-0.027,-0.123,-0.028,-23.529,2008210,,,0.0092,0.5971,-21.0,PhaseCorr: err=0.0092 est_freq=0.5971 Hz corr=-21.
2026/01/15 18:16:25.706,,,,,,,,,,,,,,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:25.707,-0.128,-0.02,-23.528,0.001,0.0,-0.0,0.001,-0.123,-0.027,-0.123,-0.028,-23.529,2008310,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:25.803,-0.126,-0.031,-23.536,0.001,-0.0,-0.0,0.001,-0.123,-0.027,-0.124,-0.027,-23.53,2008410,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:25.903,-0.12,-0.032,-23.519,0.001,-0.0,-0.0,0.001,-0.123,-0.027,-0.124,-0.026,-23.53,2008510,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.003,-0.127,-0.019,-23.524,0.001,-0.0,-0.0,0.001,-0.123,-0.027,-0.124,-0.027,-23.531,2008610,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.103,-0.122,-0.026,-23.532,0.001,-0.0,0.0,0.001,-0.123,-0.027,-0.123,-0.026,-23.531,2008710,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.203,-0.122,-0.033,-23.522,0.001,0.0,0.0,0.001,-0.123,-0.027,-0.122,-0.025,-23.531,2008810,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.303,-0.125,-0.029,-23.532,0.0,-0.0,-0.0,0.001,-0.123,-0.027,-0.123,-0.026,-23.53,2008910,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.403,-0.122,-0.031,-23.53,0.001,-0.0,0.0,0.001,-0.123,-0.027,-0.122,-0.027,-23.531,2009010,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.503,-0.124,-0.029,-23.528,0.0,-0.001,-0.0,0.0,-0.123,-0.027,-0.123,-0.028,-23.531,2009110,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.604,-0.12,-0.027,-23.538,-0.0,-0.001,-0.0,0.0,-0.123,-0.028,-0.123,-0.029,-23.531,2009210,,,0.0007,0.5958,-21.0,PhaseCorr: err=0.0007 est_freq=0.5958 Hz corr=-21.
2026/01/15 18:16:26.706,,,,,,,,,,,,,,,,0.0083,0.597,-21.0,PhaseCorr: err=0.0083 est_freq=0.5970 Hz corr=-21.
