Time,GPS_X,GPS_Y,GPS_Z,Target_X,Target_Y,Target_Z
1751279356.200975,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.3010383,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.4010997,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.5011604,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.6012216,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.7012825,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.801344,0.0,0.0,-0.01,0.0,0.0,0.0
1751279356.9014044,0.0,0.0,-0.01,0.0,0.0,0.0
1751279357.001465,0.0,0.0,-0.01,0.0,0.0,0.0
1751279357.1015284,0.0,0.0,-0.01,0.0,0.0,0.0
1751279357.2015865,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.3016436,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.4016998,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.5017557,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.6018116,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.7018676,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.8019247,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279357.9019814,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279358.0020382,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279358.1020942,0.044986374239403146,-0.022263900260178104,0.065,0.0,0.0,0.0
1751279358.20215,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.3022072,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.402264,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.5023205,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.6023772,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.7024343,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.8024917,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279358.9025483,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279359.0026047,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279359.1026611,0.0,0.011131950130089052,0.483,0.0,0.0,0.5
1751279359.202718,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.3027754,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.402831,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.5028908,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.6029491,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.7030058,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.8030627,0.01799455116142398,0.011131950130089052,0.473,0.0,0.0,0.5
1751279359.9031188,0.01799455116142398,0.011131950130089052,0.473,-0.296910070247839,-0.4118821500674592,0.7
1751279360.0031757,0.01799455116142398,0.011131950130089052,0.473,-0.296910070247839,-0.4118821500674592,0.7
1751279360.1032312,0.01799455116142398,0.011131950130089052,0.473,-0.296910070247839,-0.4118821500674592,0.7
1751279360.2032878,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.3033454,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.40342,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.5034895,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.6035514,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.7036083,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.8036735,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279360.903739,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279361.003801,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279361.1038625,0.01799455116142398,0.011131950130089052,0.528,-0.296910070247839,-0.4118821500674592,0.7
1751279361.2039208,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.303982,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.4040408,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.5041015,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.60416,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.704219,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.8042777,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279361.9043376,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279362.004395,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279362.104455,-0.03598910013177459,-0.07792365011965074,0.742,-0.296910070247839,-0.4118821500674592,0.7
1751279362.2045135,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.3045743,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.4046316,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.5046911,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.6047497,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.704811,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.804869,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279362.904929,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279363.0049872,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279363.105053,-0.14395640016655453,-0.21150705009877413,0.688,-0.296910070247839,-0.4118821500674592,0.7
1751279363.2051146,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.3051753,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.4052343,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.5052946,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.6053529,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.705413,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.8054712,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279363.9055316,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279364.00559,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279364.10565,-0.23392915415983118,-0.3450904500778975,0.726,-0.296910070247839,-0.4118821500674592,0.7
1751279364.2057085,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.3057685,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.4058268,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.5058858,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.6059442,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.706004,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.806063,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279364.906122,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279365.00618,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279365.1062396,-0.30590735934292856,-0.42301410019754826,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279365.206298,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.306359,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.4064174,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.506478,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.6065383,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.7065969,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.8066578,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279365.906716,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279366.0067763,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279366.1068344,-0.3239019092514255,-0.4341460503276373,0.719,-0.296910070247839,-0.4118821500674592,0.7
1751279366.2068949,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.3069537,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.4070141,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.5070724,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.6071322,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.7071888,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.8072467,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279366.907304,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279367.007361,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279367.1074188,-0.3239019092514255,-0.4341460503276373,0.709,-0.296910070247839,-0.4118821500674592,0.7
1751279367.2074769,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.3075342,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.4075913,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.5076485,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.6077056,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.7077625,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.80782,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279367.907877,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279368.0079339,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279368.107991,-0.29691008421706794,-0.4118821500674592,0.724,-0.296910070247839,-0.4118821500674592,0.7
1751279368.2080517,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.3081112,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.40817,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.5082302,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.608291,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.7083511,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.8084118,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279368.9084725,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
1751279369.008532,-0.2879128094801949,-0.4118821500674592,0.706,-0.296910070247839,-0.4118821500674592,0.7
