Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress
2025/10/29 17:46:24.661,-0.119,-1.966,-23.31,0.001,-0.0,0.0,-0.0,-0.11,-1.967,-0.109,-1.967,-23.304,128360,,
2025/10/29 17:46:24.761,-0.105,-1.968,-23.31,0.001,-0.001,0.0,-0.0,-0.109,-1.967,-0.108,-1.968,-23.307,128460,,
2025/10/29 17:46:24.861,-0.112,-1.971,-23.307,0.0,-0.001,-0.001,-0.001,-0.11,-1.968,-0.111,-1.97,-23.309,128560,,
2025/10/29 17:46:24.961,-0.112,-1.97,-23.32,0.001,-0.001,-0.0,-0.001,-0.11,-1.968,-0.11,-1.969,-23.31,128660,,
2025/10/29 17:46:25.061,-0.107,-1.964,-23.313,0.001,-0.001,-0.0,-0.001,-0.11,-1.967,-0.109,-1.968,-23.309,128759,,
2025/10/29 17:46:25.161,-0.114,-1.97,-23.312,0.001,-0.001,-0.0,-0.001,-0.11,-1.968,-0.109,-1.968,-23.308,128860,,
2025/10/29 17:46:25.261,-0.104,-1.968,-23.307,0.001,-0.001,-0.001,-0.001,-0.11,-1.968,-0.108,-1.968,-23.306,128960,,
2025/10/29 17:46:25.363,-0.108,-1.972,-23.316,0.001,-0.001,0.0,0.0,-0.11,-1.968,-0.11,-1.969,-23.306,129060,,
2025/10/29 17:46:25.461,-0.106,-1.977,-23.318,0.001,-0.001,-0.001,-0.0,-0.11,-1.968,-0.109,-1.968,-23.307,129160,,
2025/10/29 17:46:25.561,-0.11,-1.972,-23.313,0.001,-0.001,-0.001,-0.0,-0.11,-1.968,-0.109,-1.967,-23.307,129259,,
2025/10/29 17:46:25.661,-0.107,-1.965,-23.314,0.001,-0.001,-0.001,0.0,-0.11,-1.968,-0.109,-1.967,-23.307,129360,,
2025/10/29 17:46:25.761,-0.106,-1.966,-23.316,0.001,-0.001,-0.001,0.001,-0.11,-1.968,-0.111,-1.968,-23.309,129460,,
2025/10/29 17:46:25.861,-0.116,-1.966,-23.32,0.001,-0.0,-0.001,0.0,-0.11,-1.968,-0.111,-1.968,-23.312,129560,,
2025/10/29 17:46:25.961,-0.108,-1.973,-23.326,0.001,0.0,-0.001,-0.0,-0.11,-1.969,-0.111,-1.969,-23.315,129660,,
2025/10/29 17:46:26.061,-0.114,-1.964,-23.325,0.001,0.0,-0.001,0.0,-0.11,-1.968,-0.112,-1.969,-23.319,129759,,
2025/10/29 17:46:26.161,-0.111,-1.973,-23.33,0.001,0.0,-0.0,-0.0,-0.11,-1.969,-0.111,-1.969,-23.323,129860,,
2025/10/29 17:46:26.261,-0.114,-1.973,-23.326,0.001,-0.001,-0.001,-0.001,-0.11,-1.97,-0.111,-1.972,-23.323,129960,,
2025/10/29 17:46:26.363,-0.113,-1.963,-23.323,0.001,0.0,-0.001,-0.001,-0.11,-1.969,-0.111,-1.97,-23.323,130060,,
2025/10/29 17:46:26.461,-0.111,-1.973,-23.327,0.001,0.001,-0.001,-0.001,-0.11,-1.969,-0.111,-1.969,-23.323,130160,,
2025/10/29 17:46:26.561,-0.106,-1.97,-23.322,0.001,-0.0,-0.001,-0.001,-0.11,-1.969,-0.109,-1.97,-23.321,130259,,
2025/10/29 17:46:26.661,-0.111,-1.964,-23.32,0.001,-0.0,-0.001,-0.001,-0.11,-1.97,-0.11,-1.97,-23.318,130360,,
2025/10/29 17:46:26.761,-0.113,-1.964,-23.321,0.001,0.0,-0.001,-0.001,-0.11,-1.969,-0.11,-1.969,-23.317,130460,,
2025/10/29 17:46:26.861,-0.11,-1.964,-23.316,-0.001,-0.0,-0.001,-0.001,-0.111,-1.97,-0.112,-1.969,-23.316,130560,,
2025/10/29 17:46:26.961,-0.113,-1.97,-23.318,-0.001,-0.001,-0.001,-0.001,-0.111,-1.97,-0.111,-1.969,-23.316,130660,,
2025/10/29 17:46:27.061,-0.107,-1.973,-23.327,-0.001,-0.001,-0.001,-0.001,-0.111,-1.97,-0.11,-1.969,-23.318,130759,,
2025/10/29 17:46:27.161,-0.108,-1.97,-23.323,-0.0,-0.001,-0.001,-0.001,-0.111,-1.97,-0.11,-1.969,-23.32,130860,,
2025/10/29 17:46:27.261,-0.11,-1.967,-23.329,-0.0,-0.001,-0.001,-0.001,-0.111,-1.97,-0.11,-1.969,-23.323,130960,,
2025/10/29 17:46:27.363,-0.113,-1.973,-23.332,0.0,-0.0,-0.001,-0.0,-0.111,-1.97,-0.111,-1.97,-23.326,131060,,
2025/10/29 17:46:27.461,-0.112,-1.975,-23.338,0.001,0.001,-0.001,-0.0,-0.111,-1.97,-0.112,-1.971,-23.33,131160,,
2025/10/29 17:46:27.561,-0.117,-1.973,-23.341,0.001,0.001,-0.001,-0.0,-0.112,-1.97,-0.113,-1.971,-23.334,131260,,
2025/10/29 17:46:27.661,-0.117,-1.968,-23.35,0.001,0.0,-0.001,0.001,-0.112,-1.97,-0.114,-1.969,-23.34,131360,,
2025/10/29 17:46:27.761,-0.112,-1.974,-23.345,0.001,0.0,-0.001,0.001,-0.112,-1.97,-0.114,-1.969,-23.34,131460,,
2025/10/29 17:46:27.861,-0.119,-1.98,-23.348,0.001,-0.001,-0.001,-0.001,-0.112,-1.971,-0.114,-1.972,-23.342,131560,,
2025/10/29 17:46:27.961,-0.11,-1.971,-23.335,0.002,-0.0,-0.0,-0.001,-0.111,-1.971,-0.111,-1.971,-23.339,131660,,
2025/10/29 17:46:28.061,-0.117,-1.974,-23.336,0.001,-0.0,-0.001,-0.001,-0.112,-1.971,-0.112,-1.972,-23.335,131760,,
2025/10/29 17:46:28.161,-0.114,-1.971,-23.331,0.001,-0.001,-0.001,-0.001,-0.112,-1.971,-0.113,-1.972,-23.333,131860,,
2025/10/29 17:46:28.261,-0.112,-1.951,-23.332,0.0,0.001,-0.001,-0.0,-0.113,-1.97,-0.113,-1.969,-23.33,131960,,
2025/10/29 17:46:28.363,-0.112,-1.974,-23.334,0.001,0.001,-0.001,-0.0,-0.112,-1.97,-0.111,-1.969,-23.328,132060,,
2025/10/29 17:46:28.461,-0.119,-1.976,-23.334,0.0,0.001,-0.001,-0.001,-0.113,-1.97,-0.112,-1.97,-23.328,132160,,
2025/10/29 17:46:28.561,-0.113,-1.96,-23.336,-0.0,0.001,-0.001,-0.001,-0.113,-1.97,-0.113,-1.969,-23.329,132260,,
2025/10/29 17:46:28.661,-0.108,-1.964,-23.339,-0.001,0.001,-0.0,-0.001,-0.113,-1.97,-0.114,-1.969,-23.331,132360,,
2025/10/29 17:46:28.761,-0.116,-1.965,-23.339,-0.001,0.001,0.001,-0.0,-0.114,-1.97,-0.114,-1.97,-23.333,132460,,
2025/10/29 17:46:28.861,-0.114,-1.963,-23.336,-0.001,-0.0,-0.0,-0.001,-0.113,-1.97,-0.113,-1.969,-23.333,132560,,
2025/10/29 17:46:28.961,-0.104,-1.961,-23.335,-0.0,0.001,0.001,-0.001,-0.114,-1.97,-0.114,-1.97,-23.333,132660,,
2025/10/29 17:46:29.061,-0.104,-1.965,-23.334,-0.001,0.0,0.0,-0.001,-0.114,-1.97,-0.113,-1.97,-23.333,132760,,
2025/10/29 17:46:29.161,-0.109,-1.961,-23.326,-0.001,0.0,0.001,-0.001,-0.113,-1.97,-0.112,-1.971,-23.334,132860,,
2025/10/29 17:46:29.261,-0.113,-1.97,-23.321,-0.001,0.0,0.001,-0.0,-0.113,-1.97,-0.111,-1.97,-23.331,132960,,
2025/10/29 17:46:29.363,-0.122,-1.981,-23.315,-0.001,0.0,-0.001,-0.001,-0.115,-1.97,-0.115,-1.971,-23.327,133060,,
2025/10/29 17:46:29.461,-0.115,-1.98,-23.301,-0.001,-0.0,-0.001,-0.001,-0.115,-1.971,-0.115,-1.972,-23.317,133160,,
2025/10/29 17:46:29.561,-0.114,-1.97,-23.293,-0.001,-0.0,-0.001,-0.001,-0.114,-1.971,-0.115,-1.973,-23.306,133260,,
2025/10/29 17:46:29.661,-0.118,-1.975,-23.292,-0.0,-0.0,-0.001,-0.001,-0.114,-1.971,-0.115,-1.973,-23.3,133360,,
2025/10/29 17:46:29.761,-0.114,-1.968,-23.296,-0.0,0.0,-0.001,-0.001,-0.114,-1.971,-0.115,-1.972,-23.299,133460,,
2025/10/29 17:46:29.861,-0.119,-1.974,-23.304,-0.0,0.001,-0.0,-0.001,-0.114,-1.97,-0.114,-1.97,-23.306,133560,,
2025/10/29 17:46:29.961,-0.118,-1.969,-23.303,-0.001,0.001,-0.001,-0.001,-0.114,-1.97,-0.115,-1.97,-23.31,133660,,
2025/10/29 17:46:30.061,-0.117,-1.966,-23.303,-0.001,0.001,-0.001,-0.001,-0.114,-1.97,-0.115,-1.97,-23.314,133760,,
2025/10/29 17:46:30.161,-0.112,-1.968,-23.303,-0.001,0.0,-0.001,-0.001,-0.114,-1.971,-0.115,-1.97,-23.316,133860,,
2025/10/29 17:46:30.261,-0.119,-1.981,-23.297,-0.001,-0.0,-0.001,-0.0,-0.114,-1.971,-0.115,-1.971,-23.317,133960,,
2025/10/29 17:46:30.363,-0.114,-1.975,-23.3,-0.001,-0.0,-0.001,0.0,-0.114,-1.971,-0.113,-1.972,-23.316,134060,,
2025/10/29 17:46:30.461,-0.118,-1.972,-23.301,-0.001,-0.001,-0.0,0.0,-0.114,-1.971,-0.114,-1.972,-23.315,134160,,
2025/10/29 17:46:30.561,-0.129,-1.973,-23.301,0.0,-0.0,0.001,0.001,-0.115,-1.972,-0.116,-1.972,-23.314,134260,,
2025/10/29 17:46:30.661,-0.114,-1.978,-23.297,0.0,0.0,0.002,0.001,-0.115,-1.972,-0.116,-1.973,-23.311,134360,,
2025/10/29 17:46:30.761,-0.117,-1.975,-23.302,0.0,0.0,0.002,0.001,-0.115,-1.972,-0.116,-1.973,-23.308,134460,,
2025/10/29 17:46:30.861,-0.117,-1.969,-23.302,0.0,0.001,0.001,0.001,-0.115,-1.972,-0.115,-1.973,-23.305,134560,,
2025/10/29 17:46:30.961,-0.106,-1.967,-23.3,0.0,0.001,0.003,0.001,-0.114,-1.972,-0.113,-1.972,-23.302,134660,,
2025/10/29 17:46:31.061,-0.116,-1.973,-23.298,0.0,0.001,0.001,0.001,-0.115,-1.972,-0.114,-1.972,-23.301,134760,,
2025/10/29 17:46:31.161,-0.113,-1.972,-23.296,-0.0,0.001,0.001,-0.0,-0.115,-1.973,-0.114,-1.973,-23.297,134860,,
2025/10/29 17:46:31.261,-0.118,-1.972,-23.294,0.001,0.001,0.002,0.0,-0.115,-1.973,-0.112,-1.973,-23.294,134960,,
2025/10/29 17:46:31.363,-0.106,-1.967,-23.29,-0.001,0.0,0.001,-0.0,-0.116,-1.973,-0.115,-1.973,-23.292,135060,,
2025/10/29 17:46:31.461,-0.118,-1.974,-23.294,-0.001,0.0,0.0,-0.0,-0.116,-1.973,-0.117,-1.973,-23.295,135160,,
2025/10/29 17:46:31.561,-0.128,-1.978,-23.293,-0.001,-0.0,0.001,-0.0,-0.116,-1.973,-0.116,-1.974,-23.295,135260,,
2025/10/29 17:46:31.661,-0.135,-1.988,-23.301,-0.005,-0.002,-0.001,-0.001,-0.118,-1.974,-0.124,-1.977,-23.296,135360,,
2025/10/29 17:46:31.761,-0.123,-1.959,-23.283,-0.002,-0.001,-0.0,-0.0,-0.116,-1.974,-0.119,-1.975,-23.295,135460,,
2025/10/29 17:46:31.861,-0.101,-1.956,-23.274,-0.001,-0.001,-0.0,-0.001,-0.116,-1.973,-0.117,-1.974,-23.295,135560,,
2025/10/29 17:46:31.961,-0.12,-1.969,-23.281,-0.001,-0.001,0.0,-0.001,-0.116,-1.973,-0.117,-1.973,-23.292,135660,,
2025/10/29 17:46:32.061,-0.12,-1.989,-23.267,-0.001,-0.001,-0.0,0.001,-0.116,-1.974,-0.117,-1.975,-23.289,135760,,
2025/10/29 17:46:32.161,-0.128,-1.989,-23.259,-0.001,-0.001,-0.0,0.001,-0.116,-1.974,-0.116,-1.975,-23.282,135860,,
2025/10/29 17:46:32.261,-0.126,-1.986,-23.256,-0.001,-0.0,0.001,0.001,-0.117,-1.974,-0.118,-1.975,-23.277,135960,,
2025/10/29 17:46:32.363,-0.107,-1.972,-23.244,-0.001,-0.001,0.001,0.001,-0.116,-1.974,-0.117,-1.974,-23.272,136060,,
2025/10/29 17:46:32.461,-0.114,-1.972,-23.242,-0.0,-0.001,0.001,0.001,-0.117,-1.974,-0.117,-1.974,-23.269,136160,,
2025/10/29 17:46:32.561,-0.13,-1.995,-23.242,0.001,0.0,0.001,-0.001,-0.118,-1.975,-0.118,-1.976,-23.265,136260,,
2025/10/29 17:46:32.661,-0.118,-1.962,-23.253,0.001,0.001,0.001,-0.001,-0.118,-1.976,-0.118,-1.977,-23.262,136360,,
