Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N,Quat_Q1,Quat_Q2,Quat_Q3,Quat_Q4
2025/08/09 19:02:37.334,-1.196,0.178,-23.456,23.487146186797577,0.991615,0.019005,-0.127796,0.002449
2025/08/09 19:02:37.434,-1.196,0.165,-23.462,23.49304333201639,0.991647,0.017603,-0.127752,0.002267
2025/08/09 19:02:37.534,-1.186,0.162,-23.48,23.510492125857343,0.991784,0.01725,-0.126728,0.002204
2025/08/09 19:02:37.634,-1.188,0.172,-23.449,23.479704619096044,0.991737,0.018288,-0.126948,0.002341
2025/08/09 19:02:37.767,-1.197,0.166,-23.48,23.511077495512623,0.991631,0.017676,-0.127862,0.002279
2025/08/09 19:02:37.865,-1.19,0.18,-23.448,23.47886717880571,0.991699,0.019143,-0.12712,0.002453
2025/08/09 19:02:37.962,-1.187,0.171,-23.457,23.487636300828573,0.991759,0.018169,-0.126795,0.002323
2025/08/09 19:02:38.062,-1.202,0.161,-23.489,23.520285840099817,0.991573,0.017169,-0.128384,0.002222
2025/08/09 19:02:38.163,-1.197,0.169,-23.451,23.4821372749586,0.991621,0.017982,-0.127901,0.002319
2025/08/09 19:02:38.262,-1.191,0.173,-23.439,23.469877098101726,0.991695,0.018419,-0.12726,0.002363
2025/08/09 19:02:38.363,-1.181,0.159,-23.471,23.50123152092247,0.991864,0.016943,-0.126146,0.002154
2025/08/09 19:02:38.462,-1.196,0.172,-23.472,23.503080308759532,0.991632,0.018288,-0.127766,0.002356
2025/08/09 19:02:38.563,-1.193,0.176,-23.431,23.462011550589605,0.991659,0.018779,-0.127484,0.002414
2025/08/09 19:02:38.662,-1.184,0.163,-23.443,23.473446146656862,0.991814,0.017381,-0.126482,0.002216
2025/08/09 19:02:38.763,-1.188,0.162,-23.472,23.502603515355485,0.991764,0.017228,-0.126893,0.002204
2025/08/09 19:02:38.862,-1.197,0.182,-23.453,23.484231773681675,0.991601,0.019404,-0.127841,0.002501
2025/08/09 19:02:38.963,-1.191,0.166,-23.452,23.482809478424855,0.991715,0.017729,-0.127203,0.002274
2025/08/09 19:02:39.062,-1.19,0.173,-23.501,23.531745154152933,0.991709,0.018453,-0.127144,0.002365
2025/08/09 19:02:39.163,-1.195,0.174,-23.458,23.48906266754806,0.991645,0.018548,-0.127633,0.002387
2025/08/09 19:02:39.262,-1.192,0.173,-23.443,23.473922595084105,0.99169,0.018466,-0.127295,0.00237
2025/08/09 19:02:39.363,-1.181,0.169,-23.469,23.499303883306844,0.991842,0.018016,-0.126166,0.002291
2025/08/09 19:02:39.462,-1.191,0.174,-23.45,23.480870022211697,0.991695,0.018567,-0.127242,0.002382
2025/08/09 19:02:39.563,-1.195,0.172,-23.444,23.475066453580062,0.991649,0.018326,-0.127632,0.002358
2025/08/09 19:02:39.662,-1.19,0.169,-23.449,23.47978411314721,0.991724,0.017981,-0.1271,0.002304
2025/08/09 19:02:39.763,-1.195,0.171,-23.467,23.498028747109828,0.991641,0.018235,-0.127707,0.002348
2025/08/09 19:02:39.862,-1.192,0.177,-23.436,23.4669616482407,0.991679,0.018909,-0.127313,0.002427
2025/08/09 19:02:39.963,-1.195,-0.286,-23.539,23.571048809927827,0.991345,-0.030425,-0.127642,-0.003917
2025/08/09 19:02:40.062,-1.288,0.29,-23.438,23.475154695975913,0.990018,0.030777,-0.137473,0.004273
2025/08/09 19:02:40.163,-1.31,0.135,-23.484,23.520896687839095,0.990065,0.014397,-0.139852,0.002033
2025/08/09 19:02:40.262,-1.119,0.188,-23.407,23.434486424925126,0.992619,0.020079,-0.119571,0.002418
2025/08/09 19:02:40.362,-1.144,0.152,-23.441,23.469391151029033,0.992359,0.016263,-0.122285,0.002004
2025/08/09 19:02:40.462,-1.291,0.188,-23.466,23.502237787070406,0.990251,0.020008,-0.13782,0.002784
2025/08/09 19:02:40.563,-1.28,0.22,-23.461,23.496921521765355,0.990337,0.023389,-0.13665,0.003227
2025/08/09 19:02:40.662,-1.106,0.149,-22.701,22.728414770942564,0.992862,0.015952,-0.118176,0.001898
2025/08/09 19:02:40.763,-1.086,-0.011,-21.726,21.753128349733974,0.993242,-0.001245,-0.116053,-0.000145
2025/08/09 19:02:40.862,-1.212,0.255,-21.104,21.140311847274155,0.991207,0.027117,-0.129459,0.003541
2025/08/09 19:02:40.963,-1.267,0.129,-20.058,20.098390333556566,0.990711,0.013743,-0.135273,0.001876
2025/08/09 19:02:41.062,-1.191,0.146,-19.258,19.29534557866223,0.991744,0.015571,-0.127263,0.001998
2025/08/09 19:02:41.163,-1.142,0.178,-18.597,18.632881070838188,0.992347,0.019002,-0.121987,0.002335
2025/08/09 19:02:41.262,-1.136,0.173,-18.377,18.412890973445748,0.992425,0.018441,-0.121438,0.002256
2025/08/09 19:02:41.363,-1.174,0.303,-18.184,18.224377657412614,0.991573,0.032267,-0.125398,0.00408
2025/08/09 19:02:41.462,-1.215,0.098,-17.922,17.963404827593237,0.991488,0.010441,-0.12977,0.001366
2025/08/09 19:02:41.563,-1.272,0.089,-17.476,17.522456477332167,0.990682,0.009503,-0.135854,0.001303
2025/08/09 19:02:41.662,-1.237,0.276,-16.78,16.82779679577811,0.990798,0.029354,-0.132063,0.003912
2025/08/09 19:02:41.763,-1.177,0.202,-16.187,16.230992021438492,0.991819,0.021528,-0.125788,0.00273
2025/08/09 19:02:41.862,-1.228,-0.013,-15.509,15.557545886160838,0.99135,-0.001425,-0.131229,-0.000188
2025/08/09 19:02:41.963,-0.992,-0.001,-15.283,15.315160919820594,0.994354,-0.000146,-0.10611,-1.5e-05
2025/08/09 19:02:42.062,-1.314,0.157,-14.572,14.631965999140375,0.989965,0.016713,-0.140298,0.002368
2025/08/09 19:02:42.163,-1.278,0.36,-12.675,12.74435204316014,0.989902,0.038227,-0.136396,0.005267
2025/08/09 19:02:42.262,-1.024,0.2,-11.628,11.67471455753844,0.993764,0.021327,-0.109419,0.002348
2025/08/09 19:02:42.363,-1.392,0.226,-11.221,11.309269693485959,0.988611,0.024028,-0.148515,0.003609
2025/08/09 19:02:42.462,-1.178,0.07,-11.369,11.430080708376472,0.992012,0.007537,-0.125909,0.000956
2025/08/09 19:02:42.563,-1.17,0.478,-11.141,11.212460256339819,0.990851,0.05079,-0.124874,0.0064
2025/08/09 19:02:42.662,-0.883,0.348,-11.347,11.386623819201194,0.994825,0.037169,-0.094489,0.00353
2025/08/09 19:02:42.763,-1.413,0.384,-11.068,11.16443679725941,0.98772,0.040732,-0.150703,0.006214
2025/08/09 19:02:42.862,-1.006,0.467,-10.587,10.644937482202513,0.992948,0.049772,-0.107458,0.005386
2025/08/09 19:02:42.963,-1.27,0.612,-10.073,10.171173629429399,0.988631,0.064954,-0.135315,0.00889
2025/08/09 19:02:43.062,-1.016,0.509,-9.594,9.661064796387612,0.992602,0.054246,-0.108451,0.005926
2025/08/09 19:02:43.163,-1.612,0.806,-9.925,10.08730910600047,0.981439,0.085036,-0.171244,0.014837
2025/08/09 19:02:43.262,-1.115,0.057,-9.195,9.262531997245679,0.992857,0.00609,-0.119147,0.00073
2025/08/09 19:02:43.363,-1.21,0.34,-9.11,9.196292731312983,0.990948,0.036188,-0.12919,0.004717
2025/08/09 19:02:43.462,-0.82,1.142,-8.982,9.091363374104018,0.988693,0.121545,-0.087166,0.010715
2025/08/09 19:02:43.563,-0.83,0.599,-8.938,8.99641845402936,0.993988,0.063947,-0.088684,0.005705
2025/08/09 19:02:43.662,-1.538,0.879,-8.71,8.88831733231887,0.982076,0.092836,-0.163304,0.015437
2025/08/09 19:02:43.764,-1.207,0.425,-8.975,9.065765218667423,0.990621,0.045152,-0.128829,0.005872
2025/08/09 19:02:43.862,-1.054,0.642,-8.016,8.110446103636962,0.991279,0.068376,-0.112377,0.007751
2025/08/09 19:02:43.964,-0.71,0.232,-7.283,7.3212029749215395,0.996792,0.024788,-0.076074,0.001891
2025/08/09 19:02:44.062,-0.953,0.422,-8.42,8.484261488190944,0.993762,0.045047,-0.101913,0.004619
2025/08/09 19:02:44.163,-0.987,0.743,-8.818,8.904119383745929,0.99126,0.079117,-0.105224,0.008398
2025/08/09 19:02:44.262,-0.593,0.246,-9.158,9.180475423418985,0.997629,0.026339,-0.06355,0.001677
2025/08/09 19:02:44.363,-1.043,0.745,-9.894,9.976678304926947,0.990601,0.07924,-0.111138,0.00889
2025/08/09 19:02:44.462,-1.299,0.492,-10.557,10.647991078133002,0.988952,0.052181,-0.138552,0.00731
2025/08/09 19:02:44.563,-0.517,0.805,-9.929,9.974986466156233,0.994749,0.086037,-0.055207,0.004774
2025/08/09 19:02:44.662,-1.399,0.787,-10.236,10.361093861171224,0.985268,0.083345,-0.148798,0.012587
2025/08/09 19:02:44.763,-0.874,-0.154,-10.463,10.500569555981237,0.995473,-0.016466,-0.093591,-0.001548
2025/08/09 19:02:44.862,-1.103,0.353,-9.717,9.785770639045246,0.992313,0.03763,-0.117803,0.004467
2025/08/09 19:02:44.963,-0.966,0.29,-9.487,9.540462514993704,0.994168,0.030927,-0.103262,0.003212
2025/08/09 19:02:45.062,-1.107,0.409,-9.799,9.869809066035675,0.992013,0.043554,-0.118261,0.005192
2025/08/09 19:02:45.163,-0.617,0.609,-9.633,9.671931503065972,0.995683,0.065147,-0.065961,0.004315
2025/08/09 19:02:45.262,-1.019,0.803,-10.22,10.302017763525745,0.990365,0.085472,-0.108552,0.009368
2025/08/09 19:02:45.363,-1.517,0.93,-9.801,9.961214283409427,0.981926,0.098232,-0.160968,0.016103
2025/08/09 19:02:45.462,-0.775,-0.089,-9.488,9.520015231080253,0.996503,-0.009532,-0.083003,-0.000794
2025/08/09 19:02:45.563,-1.19,0.115,-9.854,9.926260171887497,0.991805,0.012303,-0.127156,0.001577
2025/08/09 19:02:45.662,-1.754,-0.362,-9.086,9.260829120548548,0.981654,-0.038189,-0.186665,-0.007261
2025/08/09 19:02:45.764,-1.427,0.307,-6.566,6.72628679138795,0.987788,0.032602,-0.152266,0.005025
2025/08/09 19:02:45.862,-0.555,-0.0,-6.537,6.56051781492894,0.998231,-5e-06,-0.059449,-0.0
2025/08/09 19:02:45.963,-0.666,0.361,-7.431,7.469513906540372,0.996705,0.038604,-0.071274,0.00276
2025/08/09 19:02:46.062,-0.556,-0.24,-7.25,7.2752481744611295,0.997894,-0.025698,-0.059523,-0.001532
2025/08/09 19:02:46.163,-0.819,-0.033,-7.044,7.091529172188463,0.996144,-0.003595,-0.087649,-0.000316
2025/08/09 19:02:46.262,-1.463,0.076,-6.412,6.577225022758458,0.987706,0.008058,-0.156109,0.001273
2025/08/09 19:02:46.363,0.145,0.248,-4.504,4.513152445907406,0.999522,0.026651,0.015617,-0.000416
2025/08/09 19:02:46.462,0.29,1.023,-5.433,5.536074240831674,0.993517,0.109332,0.030953,-0.003406
2025/08/09 19:02:46.563,0.827,0.081,-5.287,5.3519023720542584,0.996035,0.008648,0.088529,-0.000768
2025/08/09 19:02:46.662,1.443,-0.035,-4.522,4.74678396390651,0.988069,-0.003749,0.153965,0.000584
