Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/20 19:26:30.000,-0.435,-0.123,6.011,0.003,-0.071,0.147,0.064,-0.107,-0.135,-0.179,-0.102,5.884,30600,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:26:30.100,-0.345,-0.122,6.113,0.027,-0.048,0.146,0.065,-0.116,-0.144,-0.162,-0.104,5.833,30700,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:26:30.200,-0.256,0.093,5.756,0.041,-0.065,0.137,0.072,-0.125,-0.134,-0.133,-0.053,5.791,30800,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:26:30.300,-0.303,0.078,5.587,0.046,-0.064,0.125,0.075,-0.133,-0.133,-0.1,-0.037,5.697,30900,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:26:30.403,,,,,,,,,,,,,,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:26:30.405,0.289,-0.072,5.483,0.047,-0.067,0.109,0.087,-0.143,-0.125,-0.08,-0.014,5.6,31000,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:26:30.500,-0.117,0.049,5.19,0.045,-0.065,0.097,0.082,-0.15,-0.128,-0.067,-0.033,5.424,31100,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:26:30.600,0.026,-0.312,5.391,0.047,-0.071,0.102,0.074,-0.147,-0.134,-0.039,-0.069,5.287,31200,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:26:30.700,-0.141,0.19,4.992,0.059,-0.069,0.114,0.076,-0.137,-0.132,-0.008,-0.097,5.224,31300,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:26:30.800,0.012,-0.21,5.206,0.051,-0.046,0.109,0.089,-0.142,-0.118,-0.032,-0.095,5.188,31400,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:26:30.900,0.017,0.082,4.988,0.068,-0.03,0.117,0.097,-0.133,-0.108,-0.027,-0.103,5.129,31500,,,0.0004,0.5794,0.0,PhaseCorr: err=0.0004 est_freq=0.5794 Hz corr=0.00
