Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/15 17:23:45.627,-0.239,0.039,6.014,0.038,0.186,-0.156,0.065,-0.236,0.141,-0.193,-0.053,5.643,569440,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:45.727,-0.259,-0.061,5.58,0.033,0.201,-0.156,0.067,-0.234,0.135,-0.246,-0.073,5.667,569540,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:45.827,-0.18,0.055,5.588,0.025,0.209,-0.153,0.066,-0.229,0.132,-0.291,-0.054,5.634,569640,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:45.927,-0.126,-0.386,5.449,0.023,0.214,-0.145,0.067,-0.225,0.131,-0.328,-0.004,5.534,569740,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:46.027,-0.494,0.257,5.245,0.023,0.219,-0.131,0.024,-0.216,0.105,-0.339,0.005,5.402,569840,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:46.127,-0.124,-0.147,5.13,0.021,0.219,-0.136,0.018,-0.219,0.101,-0.357,0.074,5.239,569940,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:46.227,-0.37,0.654,4.997,0.039,0.226,-0.108,0.026,-0.2,0.107,-0.3,0.171,5.117,570040,,,-0.0041,0.595,-3.0,PhaseCorr: err=-0.0041 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:23:46.330,,,,,,,,,,,,,,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
2026/01/15 17:23:46.331,-0.102,0.163,5.171,0.039,0.262,-0.108,0.058,-0.2,0.135,-0.273,0.321,5.032,570140,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
2026/01/15 17:23:46.427,-0.199,0.752,5.314,0.038,0.261,-0.109,0.056,-0.201,0.134,-0.238,0.375,5.04,570240,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
2026/01/15 17:23:46.527,-0.118,0.359,5.336,0.035,0.255,-0.11,0.052,-0.203,0.13,-0.2,0.39,5.116,570340,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
2026/01/15 17:23:46.627,-0.295,0.694,5.313,0.044,0.246,-0.108,0.049,-0.198,0.125,-0.144,0.366,5.225,570440,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
2026/01/15 17:23:46.727,-0.102,0.057,5.349,0.046,0.243,-0.108,0.05,-0.197,0.124,-0.107,0.319,5.325,570540,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
2026/01/15 17:23:46.827,-0.194,0.256,5.355,0.052,0.259,-0.111,0.041,-0.194,0.134,-0.076,0.277,5.421,570640,,,0.005,0.5965,-3.2,PhaseCorr: err=0.0050 est_freq=0.5965 Hz corr=-3.2
