Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N,Quat_Q1,Quat_Q2,Quat_Q3,Quat_Q4
2025/08/09 18:16:21.841,-0.001,0.142,-23.517,23.51742872849836,0.999883,-0.015283,-9.4e-05,-1e-06
2025/08/09 18:16:21.940,-0.002,0.139,-23.519,23.519410834457567,0.999888,-0.014916,-0.000223,-3e-06
2025/08/09 18:16:22.034,-0.005,0.147,-23.537,23.537459569800646,0.999874,-0.015816,-0.000574,-9e-06
2025/08/09 18:16:22.134,-0.007,0.137,-23.524,23.524399971093846,0.999891,-0.014692,-0.000832,-1.2e-05
2025/08/09 18:16:22.235,0.0,0.133,-23.514,23.51437613461178,0.999897,-0.014289,3.2e-05,0.0
2025/08/09 18:16:22.334,0.006,0.136,-23.534,23.53439372492948,0.999893,-0.014613,0.000673,9e-06
2025/08/09 18:16:22.435,-0.013,0.143,-23.544,23.544437856954666,0.99988,-0.015421,-0.001406,-2.1e-05
2025/08/09 18:16:22.533,-0.003,0.137,-23.515,23.51539927366746,0.999891,-0.014744,-0.000418,-6e-06
2025/08/09 18:16:22.635,0.007,0.136,-23.511,23.511394386552237,0.999893,-0.014609,0.00076,1.1e-05
2025/08/09 18:16:22.734,-0.012,0.143,-23.541,23.54143738177429,0.99988,-0.015402,-0.00134,-2e-05
2025/08/09 18:16:22.834,-0.01,0.142,-23.523,23.523430723429776,0.999882,-0.015293,-0.001161,-1.7e-05
2025/08/09 18:16:22.934,-0.001,0.139,-23.511,23.51141091044942,0.999888,-0.014953,-0.000134,-2e-06
2025/08/09 18:16:23.034,-0.011,0.138,-23.539,23.539407086840573,0.999888,-0.014874,-0.001251,-1.8e-05
2025/08/09 18:16:23.134,-0.011,0.145,-23.538,23.53844918426021,0.999877,-0.015597,-0.001204,-1.8e-05
2025/08/09 18:16:23.235,0.009,0.146,-23.506,23.50645513470715,0.999876,-0.015706,0.001013,1.5e-05
2025/08/09 18:16:23.334,-0.005,0.143,-23.52,23.520435242571512,0.999881,-0.015362,-0.000543,-8e-06
2025/08/09 18:16:23.435,-0.014,0.14,-23.551,23.551420275643675,0.999885,-0.015065,-0.001544,-2.3e-05
2025/08/09 18:16:23.533,-0.001,0.14,-23.518,23.518416719668863,0.999887,-0.015004,-9e-05,-1e-06
2025/08/09 18:16:23.634,0.004,0.134,-23.507,23.507382266003162,0.999895,-0.014441,0.000455,6e-06
2025/08/09 18:16:23.734,-0.011,0.143,-23.547,23.54743678195145,0.99988,-0.015395,-0.00119,-1.8e-05
2025/08/09 18:16:23.835,-0.01,0.14,-23.531,23.53141859302154,0.999886,-0.015031,-0.001171,-1.7e-05
2025/08/09 18:16:23.934,-0.003,0.139,-23.511,23.511411080579574,0.999887,-0.014965,-0.000379,-5e-06
2025/08/09 18:16:24.035,0.051,0.182,-23.507,23.507759867754306,0.999794,-0.019516,0.005491,0.000107
2025/08/09 18:16:24.133,-0.046,0.169,-23.535,23.53565172244015,0.999822,-0.018199,-0.004988,-9e-05
