Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/15 17:22:41.124,-0.451,0.391,5.49,-0.033,0.116,0.019,0.007,-0.233,0.156,-0.267,0.273,5.496,504940,,,-0.0042,0.595,-3.0,PhaseCorr: err=-0.0042 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:22:41.224,-0.384,0.254,5.351,-0.026,0.102,0.019,0.01,-0.23,0.148,-0.262,0.241,5.399,505040,,,-0.0042,0.595,-3.0,PhaseCorr: err=-0.0042 est_freq=0.5950 Hz corr=-3.
2026/01/15 17:22:41.327,,,,,,,,,,,,,,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.329,-0.269,0.334,5.447,-0.031,0.109,0.022,0.004,-0.233,0.153,-0.271,0.232,5.277,505140,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.424,-0.278,-0.027,5.463,-0.039,0.11,0.034,-0.004,-0.24,0.156,-0.289,0.211,5.178,505240,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.524,-0.437,-0.121,5.351,-0.038,0.112,0.031,-0.008,-0.239,0.158,-0.274,0.178,5.123,505340,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.624,-0.235,0.262,5.274,-0.035,0.114,0.042,-0.015,-0.242,0.161,-0.274,0.145,5.106,505440,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.725,-0.247,0.254,5.331,-0.038,0.105,0.041,-0.022,-0.242,0.163,-0.252,0.117,5.141,505540,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.824,-0.687,0.344,5.316,-0.031,0.108,0.043,-0.018,-0.244,0.162,-0.24,0.079,5.181,505640,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
2026/01/15 17:22:41.925,-0.394,-0.05,5.391,-0.008,0.136,0.042,-0.015,-0.254,0.152,-0.253,0.021,5.253,505740,,,0.0027,0.5961,-3.2,PhaseCorr: err=0.0027 est_freq=0.5961 Hz corr=-3.2
