Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N
2025/08/04 15:44:14.664,-0.529,0.02,-23.478,23.483967403315823
2025/08/04 15:44:14.765,-0.529,0.027,-23.488,23.493971865140217
2025/08/04 15:44:14.864,-0.528,0.015,-23.464,23.46994471659445
2025/08/04 15:44:14.965,-0.532,0.018,-23.488,23.49403098661445
2025/08/04 15:44:15.064,-0.52,0.022,-23.504,23.509761802281197
2025/08/04 15:44:15.165,-0.528,0.023,-23.482,23.487946632262258
2025/08/04 15:44:15.264,-0.534,0.027,-23.476,23.482088088583605
2025/08/04 15:44:15.365,-0.523,0.023,-23.506,23.511828810196796
2025/08/04 15:44:15.464,-0.524,0.021,-23.504,23.509849701773938
2025/08/04 15:44:15.565,-0.53,0.013,-23.473,23.478986306908567
2025/08/04 15:44:15.664,-0.527,0.023,-23.507,23.512917875074546
2025/08/04 15:44:15.765,-0.529,0.019,-23.474,23.479967589415452
2025/08/04 15:44:15.864,-0.537,0.008,-23.456,23.462147578599875
2025/08/04 15:44:15.965,-0.529,0.022,-23.486,23.491967159009906
2025/08/04 15:44:16.065,-0.517,0.018,-23.485,23.49069683938729
2025/08/04 15:44:16.165,-0.532,0.015,-23.472,23.478032988306325
2025/08/04 15:44:16.264,-0.527,0.03,-23.492,23.49792954708989
2025/08/04 15:44:16.365,-0.519,0.024,-23.513,23.518739464520632
2025/08/04 15:44:16.465,-0.525,0.011,-23.481,23.486870949532637
2025/08/04 15:44:16.565,-0.532,0.032,-23.495,23.501044083189157
2025/08/04 15:44:16.664,-0.517,0.016,-23.509,23.514689579069508
2025/08/04 15:44:16.765,-0.52,0.028,-23.481,23.48677383124383
2025/08/04 15:44:16.865,-0.53,0.017,-23.473,23.478988862385023
2025/08/04 15:44:16.965,-0.534,0.029,-23.499,23.505084513781267
2025/08/04 15:44:17.065,-0.519,0.014,-23.466,23.471742862429284
2025/08/04 15:44:17.165,-0.531,0.008,-23.473,23.47900666552995
2025/08/04 15:44:17.264,-0.53,0.023,-23.484,23.48999116645215
2025/08/04 15:44:17.365,-0.521,0.015,-23.475,23.480785570333886
2025/08/04 15:44:17.465,-0.539,0.014,-23.484,23.490188866843962
2025/08/04 15:44:17.565,-0.533,0.021,-23.496,23.502054080441564
2025/08/04 15:44:17.665,-0.522,0.017,-23.503,23.508802223847987
2025/08/04 15:44:17.765,-0.534,0.029,-23.484,23.490088399152526
2025/08/04 15:44:17.865,-0.527,0.03,-23.498,23.503928033416035
