Time,GPS_X,GPS_Y,GPS_Z,Target_X,Target_Y,Target_Z
1751187386.370508,0.0,0.0,-0.004,0.0,0.0,0.0
1751187386.4705694,0.0,0.0,-0.004,0.0,0.0,0.0
1751187386.5706303,0.0,0.0,-0.004,0.0,0.0,0.0
1751187386.6706915,0.0,0.0,-0.004,0.0,0.0,0.0
1751187386.7707524,0.0,0.0,-0.004,0.0,0.0,0.0
1751187386.8708143,0.0,0.0,-0.004,0.0,0.0,0.0
1751187386.9708745,0.0,0.0,-0.004,0.0,0.0,0.0
1751187387.0709376,0.0,0.0,-0.004,0.0,0.0,0.0
1751187387.1709983,0.0,0.0,-0.004,0.0,0.0,0.0
1751187387.2710605,0.0,0.0,-0.004,0.0,0.0,0.0
1751187387.3711226,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187387.4711835,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187387.5712438,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187387.6713028,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187387.7713633,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187387.8714244,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187387.971485,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187388.0715458,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187388.1716063,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187388.2716672,0.008997277271170898,-0.011131950130089052,0.097,0.0,0.0,0.0
1751187388.371729,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187388.4717906,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187388.5718515,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187388.671913,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187388.7719748,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187388.872036,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187388.9720964,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187389.0721574,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187389.1722178,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187389.2722795,0.0,-0.011131950130089052,0.475,0.0,0.0,0.5
1751187389.372341,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187389.472402,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187389.5724635,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187389.6725247,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187389.7725856,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187389.872646,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187389.9727073,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187390.072768,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187390.172829,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187390.2728891,0.008997277248289274,0.011131949339116431,0.476,0.0,0.0,0.5
1751187390.37295,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187390.473011,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187390.573072,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187390.673133,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187390.7731943,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187390.8732517,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187390.9733076,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187391.073367,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187391.1734242,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187391.2734818,0.0,0.033395849599294536,0.506,0.0,0.0,0.5
1751187391.3735385,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187391.4735951,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187391.5736516,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187391.6737084,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187391.7737658,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187391.8738225,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187391.973879,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187392.0739355,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187392.1739922,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187392.2740495,0.0,0.033395849599294536,0.494,0.0,0.0,0.5
1751187392.3741064,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187392.4741626,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187392.5742192,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187392.6742756,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187392.7743328,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187392.8743906,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187392.9744468,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187393.0745094,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187393.174568,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187393.2746258,0.008997277236848462,0.022263899469205484,0.479,0.0,0.0,0.5
1751187393.3746827,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187393.4747386,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187393.5747952,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187393.6748517,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187393.774909,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187393.8749654,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187393.9750218,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187394.075081,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187394.1751387,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187394.275196,0.0,0.011131949339116431,0.482,0.0,0.0,0.5
1751187394.3752532,0.0,0.0,0.477,0.0,0.0,0.5
1751187394.4753091,0.0,0.0,0.477,0.0,0.0,0.5
1751187394.5753658,0.0,0.0,0.477,0.0,0.0,0.5
1751187394.675422,0.0,0.0,0.477,0.0,0.0,0.5
1751187394.7754793,0.0,0.0,0.477,0.0,0.0,0.5
1751187394.875536,0.0,0.0,0.477,0.0,0.0,0.5
1751187394.9755924,0.0,0.0,0.477,0.0,0.0,0.5
1751187395.0756521,0.0,0.0,0.477,0.0,0.0,0.5
1751187395.1757102,0.0,0.0,0.477,0.0,0.0,0.5
1751187395.2757676,0.0,0.0,0.477,0.0,0.0,0.5
1751187395.375825,0.0,0.0,0.483,0.0,0.0,0.5
1751187395.475881,0.0,0.0,0.483,0.0,0.0,0.5
1751187395.575938,0.0,0.0,0.483,0.0,0.0,0.5
1751187395.6759953,0.0,0.0,0.483,0.0,0.0,0.5
1751187395.7760522,0.0,0.0,0.483,0.0,0.0,0.5
1751187395.8761082,0.0,0.0,0.483,0.0,0.0,0.5
1751187395.9761646,0.0,0.0,0.483,0.0,0.0,0.5
