Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N,Quat_Roll_deg,Quat_Pitch_deg,Quat_Yaw_deg
2025/08/05 17:24:43.009,-0.542,0.071,-23.481,23.48736183567665,0.0,0.0,0.0
2025/08/05 17:24:43.109,-0.542,0.071,-23.481,23.48736183567665,0.0,0.0,0.0
2025/08/05 17:24:43.210,-0.542,0.071,-23.481,23.48736183567665,0.0,0.0,0.0
2025/08/05 17:24:43.409,-0.539,0.058,-23.481,23.48725709826501,0.0,0.0,0.0
2025/08/05 17:24:43.509,-0.556,0.074,-23.514,23.520688935488263,0.0,0.0,0.0
2025/08/05 17:24:43.610,-0.536,0.073,-23.459,23.46523611643403,0.0,0.0,0.0
2025/08/05 17:24:43.710,-0.537,0.071,-23.465,23.471251244874015,0.0,0.0,0.0
2025/08/05 17:24:43.909,-0.558,0.069,-23.495,23.501726532320983,0.0,0.0,0.0
2025/08/05 17:24:44.009,-0.542,0.06,-23.475,23.481332777336128,0.0,0.0,0.0
2025/08/05 17:24:44.109,-0.555,0.09,-23.524,23.530718242331663,0.0,0.0,0.0
2025/08/05 17:24:44.209,-0.543,0.069,-23.498,23.504374358829466,0.0,0.0,0.0
2025/08/05 17:24:44.310,-0.545,0.067,-23.494,23.500415953765582,0.0,0.0,0.0
2025/08/05 17:24:44.410,-0.556,0.08,-23.526,23.53270515686626,0.0,0.0,0.0
2025/08/05 17:24:44.510,-0.549,0.07,-23.485,23.491520299886933,0.0,0.0,0.0
2025/08/05 17:24:44.610,-0.549,0.073,-23.494,23.500526930262648,0.0,0.0,0.0
2025/08/05 17:24:44.809,-0.548,0.065,-23.482,23.488483412089423,0.0,0.0,0.0
2025/08/05 17:24:44.909,-0.533,0.066,-23.462,23.468146262540635,0.0,0.0,0.0
2025/08/05 17:24:45.010,-0.562,0.072,-23.515,23.521825035485662,0.0,0.0,0.0
2025/08/05 17:24:45.209,-0.528,0.065,-23.48,23.48602582388089,0.0,0.0,0.0
2025/08/05 17:24:45.309,-0.559,0.071,-23.523,23.529748213697484,0.0,0.0,0.0
2025/08/05 17:24:45.410,-0.555,0.074,-23.518,23.524664184638215,0.0,0.0,0.0
2025/08/05 17:24:45.609,-0.556,0.073,-23.54,23.546678428177508,0.0,0.0,0.0
2025/08/05 17:24:45.710,-0.549,0.083,-23.522,23.528552314156517,0.0,0.0,0.0
2025/08/05 17:24:45.909,-0.555,0.065,-23.509,23.515640135875525,0.0,0.0,0.0
2025/08/05 17:24:46.009,-0.552,0.073,-23.508,23.51459327736714,0.0,0.0,0.0
2025/08/05 17:24:46.109,-0.532,0.069,-23.473,23.479129327979773,0.0,0.0,0.0
2025/08/05 17:24:46.210,-0.552,0.076,-23.507,23.513603062908075,0.0,0.0,0.0
2025/08/05 17:24:46.409,-0.544,0.06,-23.464,23.470382016490483,0.0,0.0,0.0
2025/08/05 17:24:46.509,-0.549,0.071,-23.508,23.51451692040472,0.0,0.0,0.0
2025/08/05 17:24:46.610,-0.562,0.07,-23.521,23.52781725957595,0.0,0.0,0.0
2025/08/05 17:24:46.809,-0.553,0.071,-23.496,23.50261402482711,0.0,0.0,0.0
2025/08/05 17:24:46.909,-0.558,0.078,-23.505,23.51175180627764,0.0,0.0,0.0
2025/08/05 17:24:47.010,-0.541,0.071,-23.489,23.495336622402327,0.0,0.0,0.0
2025/08/05 17:24:47.209,-0.559,0.083,-23.526,23.532786617823227,0.0,0.0,0.0
2025/08/05 17:24:47.310,-0.584,0.077,-23.496,23.503382756531025,0.0,0.0,0.0
2025/08/05 17:24:47.410,-0.56,0.04,-23.506,23.512703715225946,0.0,0.0,0.0
2025/08/05 17:24:47.609,-0.61,0.101,-23.516,23.524127125145363,0.0,0.0,0.0
2025/08/05 17:24:47.710,-0.48,0.056,-23.477,23.481973192217044,0.0,0.0,0.0
2025/08/05 17:24:47.909,-0.505,0.052,-23.483,23.488486924448754,0.0,0.0,0.0
2025/08/05 17:24:48.010,-0.56,0.072,-23.484,23.490786278879643,0.0,0.0,0.0
2025/08/05 17:24:48.209,-0.552,0.072,-23.499,23.50559271747896,0.0,0.0,0.0
2025/08/05 17:24:48.310,-0.536,0.059,-23.469,23.47519409930406,0.0,0.0,0.0
2025/08/05 17:24:48.410,-0.551,0.069,-23.518,23.52455495859592,0.0,0.0,0.0
2025/08/05 17:24:48.609,-0.535,0.065,-23.492,23.49818107854308,0.0,0.0,0.0
2025/08/05 17:24:48.710,-0.557,0.075,-23.529,23.53571148276593,0.0,0.0,0.0
