Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N,Quat_Roll_deg,Quat_Pitch_deg,Quat_Yaw_deg
2025/08/05 17:24:48.810,-0.555,0.075,-23.517,23.523667634958628,0.0,0.0,0.0
2025/08/05 17:24:49.009,-0.553,0.084,-23.521,23.52764981888331,0.0,0.0,0.0
2025/08/05 17:24:49.110,-0.551,0.071,-23.525,23.531558958131097,0.0,0.0,0.0
2025/08/05 17:24:49.210,-0.536,0.061,-23.481,23.48719604380225,0.0,0.0,0.0
2025/08/05 17:24:49.409,-0.551,0.065,-23.512,23.51854523562204,0.0,0.0,0.0
2025/08/05 17:24:49.510,-0.536,0.068,-23.478,23.484216061005743,0.0,0.0,0.0
2025/08/05 17:24:49.610,-0.551,0.064,-23.507,23.51354388432335,0.0,0.0,0.0
2025/08/05 17:24:49.809,-0.538,0.065,-23.493,23.499249307158728,0.0,0.0,0.0
2025/08/05 17:24:49.910,-0.557,0.075,-23.536,23.542709487227675,0.0,0.0,0.0
2025/08/05 17:24:50.010,-0.551,0.071,-23.53,23.536557564775695,0.0,0.0,0.0
2025/08/05 17:24:50.209,-0.548,0.064,-23.511,23.51747267458814,0.0,0.0,0.0
2025/08/05 17:24:50.310,-0.554,0.07,-23.531,23.53762471023786,0.0,0.0,0.0
2025/08/05 17:24:50.410,-0.541,0.066,-23.488,23.494322314125174,0.0,0.0,0.0
2025/08/05 17:24:50.609,-0.553,0.066,-23.51,23.51659552316194,0.0,0.0,0.0
2025/08/05 17:24:50.709,-0.537,0.06,-23.475,23.48121789856736,0.0,0.0,0.0
2025/08/05 17:24:50.810,-0.544,0.082,-23.51,23.516435954455346,0.0,0.0,0.0
2025/08/05 17:24:51.009,-0.539,0.062,-23.489,23.495265182585193,0.0,0.0,0.0
2025/08/05 17:24:51.110,-0.546,0.065,-23.494,23.500433549192234,0.0,0.0,0.0
2025/08/05 17:24:51.210,-0.558,0.074,-23.534,23.540730574899325,0.0,0.0,0.0
2025/08/05 17:24:51.409,-0.548,0.061,-23.5,23.506467726989523,0.0,0.0,0.0
2025/08/05 17:24:51.510,-0.558,0.074,-23.519,23.525734866311826,0.0,0.0,0.0
2025/08/05 17:24:51.610,-0.546,0.062,-23.485,23.491427904663436,0.0,0.0,0.0
2025/08/05 17:24:51.710,-0.543,0.062,-23.492,23.49835647444306,0.0,0.0,0.0
2025/08/05 17:24:51.810,-0.563,0.08,-23.511,23.517875967017087,0.0,0.0,0.0
2025/08/05 17:24:52.009,-0.542,0.065,-23.485,23.491343384319254,0.0,0.0,0.0
2025/08/05 17:24:52.110,-0.554,0.073,-23.519,23.52563720709813,0.0,0.0,0.0
2025/08/05 17:24:52.210,-0.542,0.073,-23.499,23.505363090154553,0.0,0.0,0.0
2025/08/05 17:24:52.409,-0.56,0.07,-23.509,23.515773025779954,0.0,0.0,0.0
2025/08/05 17:24:52.510,-0.539,0.059,-23.487,23.49325799032565,0.0,0.0,0.0
2025/08/05 17:24:52.610,-0.535,0.063,-23.473,23.479180628803896,0.0,0.0,0.0
2025/08/05 17:24:52.809,-0.555,0.07,-23.493,23.499659018802802,0.0,0.0,0.0
2025/08/05 17:24:52.910,-0.537,0.061,-23.465,23.471223125350754,0.0,0.0,0.0
2025/08/05 17:24:53.010,-0.551,0.071,-23.509,23.515563420849606,0.0,0.0,0.0
2025/08/05 17:24:53.209,-0.547,0.068,-23.482,23.488468596313385,0.0,0.0,0.0
2025/08/05 17:24:53.309,-0.559,0.064,-23.514,23.5207307071868,0.0,0.0,0.0
2025/08/05 17:24:53.409,-0.56,0.074,-23.517,23.523782965331062,0.0,0.0,0.0
2025/08/05 17:24:53.510,-0.539,0.058,-23.479,23.48525763111829,0.0,0.0,0.0
2025/08/05 17:24:53.611,-0.546,0.068,-23.512,23.518437107937253,0.0,0.0,0.0
2025/08/05 17:24:53.809,-0.537,0.061,-23.477,23.483219945314143,0.0,0.0,0.0
2025/08/05 17:24:53.910,-0.553,0.067,-23.504,23.510600034877886,0.0,0.0,0.0
2025/08/05 17:24:54.010,-0.551,0.07,-23.491,23.497565448360817,0.0,0.0,0.0
2025/08/05 17:24:54.209,-0.55,0.072,-23.502,23.508544999637895,0.0,0.0,0.0
2025/08/05 17:24:54.310,-0.557,0.07,-23.529,23.535696080634622,0.0,0.0,0.0
2025/08/05 17:24:54.411,-0.537,0.061,-23.464,23.470223390500568,0.0,0.0,0.0
2025/08/05 17:24:54.609,-0.56,0.07,-23.524,23.53076870822541,0.0,0.0,0.0
2025/08/05 17:24:54.710,-0.537,0.064,-23.464,23.470231379345197,0.0,0.0,0.0
2025/08/05 17:24:54.810,-0.54,0.061,-23.497,23.503283387646075,0.0,0.0,0.0
2025/08/05 17:24:55.009,-0.544,0.053,-23.483,23.48936001682464,0.0,0.0,0.0
2025/08/05 17:24:55.110,-0.538,0.068,-23.482,23.488260727435737,0.0,0.0,0.0
2025/08/05 17:24:55.309,-0.533,0.059,-23.48,23.48612292397364,0.0,0.0,0.0
2025/08/05 17:24:55.409,-0.541,0.065,-23.489,23.495319257247814,0.0,0.0,0.0
2025/08/05 17:24:55.510,-0.558,0.073,-23.51,23.516734318352967,0.0,0.0,0.0
2025/08/05 17:24:55.611,-0.544,0.066,-23.497,23.503389138590205,0.0,0.0,0.0
2025/08/05 17:24:55.809,-0.55,0.066,-23.504,23.51052683373982,0.0,0.0,0.0
2025/08/05 17:24:55.909,-0.54,0.062,-23.474,23.480292161725757,0.0,0.0,0.0
2025/08/05 17:24:56.010,-0.542,0.055,-23.476,23.482320264403175,0.0,0.0,0.0
2025/08/05 17:24:56.110,-0.565,0.072,-23.527,23.5338933880478,0.0,0.0,0.0
2025/08/05 17:24:56.211,-0.547,0.064,-23.481,23.487457631680787,0.0,0.0,0.0
2025/08/05 17:24:56.409,-0.558,0.073,-23.521,23.52773116983446,0.0,0.0,0.0
2025/08/05 17:24:56.509,-0.54,0.066,-23.497,23.503296896393067,0.0,0.0,0.0
2025/08/05 17:24:56.610,-0.548,0.061,-23.488,23.494471030436078,0.0,0.0,0.0
2025/08/05 17:24:56.710,-0.555,0.082,-23.53,23.536687298768282,0.0,0.0,0.0
2025/08/05 17:24:56.909,-0.535,0.066,-23.495,23.50118307660276,0.0,0.0,0.0
2025/08/05 17:24:57.009,-0.55,0.068,-23.513,23.51953003356998,0.0,0.0,0.0
2025/08/05 17:24:57.110,-0.553,0.058,-23.508,23.514574990843442,0.0,0.0,0.0
2025/08/05 17:24:57.210,-0.535,0.061,-23.486,23.492171930240932,0.0,0.0,0.0
2025/08/05 17:24:57.310,-0.553,0.075,-23.519,23.525619970576756,0.0,0.0,0.0
2025/08/05 17:24:57.411,-0.555,0.062,-23.495,23.50163598560747,0.0,0.0,0.0
2025/08/05 17:24:57.609,-0.569,0.074,-23.556,23.562987353050122,0.0,0.0,0.0
2025/08/05 17:24:57.709,-0.555,0.057,-23.507,23.51361994674576,0.0,0.0,0.0
2025/08/05 17:24:57.810,-0.54,0.062,-23.493,23.499287074292273,0.0,0.0,0.0
2025/08/05 17:24:57.910,-0.569,0.072,-23.512,23.518994217440508,0.0,0.0,0.0
2025/08/05 17:24:58.109,-0.54,0.064,-23.479,23.485296187189125,0.0,0.0,0.0
2025/08/05 17:24:58.210,-0.551,0.064,-23.522,23.528539712442843,0.0,0.0,0.0
2025/08/05 17:24:58.310,-0.557,0.074,-23.506,23.512714879400892,0.0,0.0,0.0
2025/08/05 17:24:58.410,-0.535,0.064,-23.485,23.49118017469535,0.0,0.0,0.0
2025/08/05 17:24:58.609,-0.545,0.065,-23.504,23.51040761024785,0.0,0.0,0.0
2025/08/05 17:24:58.709,-0.533,0.056,-23.494,23.500111935903625,0.0,0.0,0.0
2025/08/05 17:24:58.810,-0.563,0.082,-23.533,23.539876422785234,0.0,0.0,0.0
2025/08/05 17:24:59.009,-0.538,0.061,-23.487,23.493240176697636,0.0,0.0,0.0
2025/08/05 17:24:59.110,-0.562,0.071,-23.538,23.54481533161813,0.0,0.0,0.0
2025/08/05 17:24:59.309,-0.543,0.054,-23.47,23.476342666608016,0.0,0.0,0.0
2025/08/05 17:24:59.409,-0.549,0.073,-23.512,23.518521934849563,0.0,0.0,0.0
