Time,GPS_Lat,GPS_Lon,GPS_Alt,N(m),E(m),Target_Alt,Yaw(deg),Local_X(m),Local_Y(m)
2025-06-29T15:08:46.634689+09:00,36.0757759,136.2132943,0.522,0.0,0.0,0.5,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:46.734777+09:00,36.0757759,136.2132943,0.522,0.0,0.0,0.5,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:46.834859+09:00,36.0757759,136.2132943,0.522,0.0,0.0,0.5,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:46.934940+09:00,36.0757759,136.2132943,0.522,0.0,0.0,0.5,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:47.035029+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.135125+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.235214+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.335294+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.435374+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.535454+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.635602+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.735688+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.835771+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:47.935858+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.035959+09:00,36.075776,136.2132943,0.514,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.136055+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.236141+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.336226+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.436311+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.536390+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.636477+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.736565+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.836646+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:48.936726+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:49.036810+09:00,36.075776,136.2132943,0.512,0.0,0.0,0.6,180.0,0.0,0.0
2025-06-29T15:08:49.136893+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.236973+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.337052+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.437130+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.537207+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.637289+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.737367+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.837444+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:49.937524+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:50.037606+09:00,36.0757759,136.2132943,0.503,0.0,0.0,0.6,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:50.137686+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.6,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.237767+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.6,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.337845+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.6,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.437923+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.6,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.538004+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.7,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.638084+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.7,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.738165+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.7,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.838245+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.7,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:50.938325+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.7,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:51.038414+09:00,36.075776,136.2132945,0.591,0.0,0.0,0.7,180.0,0.018009512801654637,0.00022460520267486572
2025-06-29T15:08:51.138521+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.238620+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.338709+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.438789+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.538868+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.638947+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.739026+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.839104+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:51.939184+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:52.039265+09:00,36.0757759,136.2132943,0.625,0.0,0.0,0.7,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:52.139345+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.239425+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.339504+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.439583+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.539662+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.639741+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.739826+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.839914+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:52.939994+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.040074+09:00,36.075776,136.2132944,0.721,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.140160+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.240244+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.340339+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.440439+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.540539+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.640639+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.740738+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.840839+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7999999999999999,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:53.940941+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7999999999999999,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:54.041043+09:00,36.075776,136.2132944,0.709,0.0,0.0,0.7999999999999999,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:54.141143+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.241244+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.341344+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.441443+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.541543+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.641641+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.741741+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.841840+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:54.941940+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:55.042051+09:00,36.0757759,136.2132943,0.726,0.0,0.0,0.7999999999999999,180.0,0.00013833807315677404,-0.011092372238636017
2025-06-29T15:08:55.142160+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.242262+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.342374+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.442475+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.542575+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.642674+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.742775+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.842874+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:55.942976+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:56.043078+09:00,36.0757759,136.2132942,0.831,0.0,0.0,0.7999999999999999,180.0,-0.008866416057571769,-0.011204673442989588
2025-06-29T15:08:56.143180+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.243279+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.343379+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.7,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.443480+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.6,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.543579+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.6,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.643680+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.5,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.743781+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.5,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.843880+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.5,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:56.943980+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.5,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:57.044081+09:00,36.075776,136.2132944,0.814,0.0,0.0,0.5,180.0,0.00900475645903498,0.00011230213567614555
2025-06-29T15:08:57.144180+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.244280+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.344380+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.444480+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.544580+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.644679+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.744779+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.844878+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:57.944979+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:58.045081+09:00,36.075776,136.2132943,0.724,0.0,0.0,0.5,180.0,0.0,0.0
2025-06-29T15:08:58.145182+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.245284+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.345384+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.445483+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.545582+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.645682+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.745781+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.845880+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:58.945980+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:59.046080+09:00,36.0757758,136.2132941,0.536,0.0,0.0,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:08:59.146320+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.246420+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.346516+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.446616+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.546719+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.646820+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.746920+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.847020+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:08:59.947122+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:09:00.047224+09:00,36.0757759,136.2132945,0.52,0.0,-0.1,0.5,180.0,0.01814785087481141,-0.010867766570299864
2025-06-29T15:09:00.147325+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.247425+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.347525+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.447626+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.547726+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.647827+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.747927+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.848027+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:00.948126+09:00,36.0757758,136.2132941,0.492,0.0,-0.1,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:01.048237+09:00,36.0757758,136.2132941,0.492,0.0,-0.2,0.5,180.0,-0.017732834559865296,-0.022409347351640463
2025-06-29T15:09:01.148345+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.248448+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.348548+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.448648+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.548749+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.648848+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.748947+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.849046+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:01.949149+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:02.049249+09:00,36.0757759,136.2132935,0.503,0.0,-0.2,0.5,180.0,-0.07189971557818353,-0.011990790255367756
2025-06-29T15:09:02.149349+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.249449+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.349550+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.449649+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.549748+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.649848+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.749948+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.850046+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:02.950146+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:03.050245+09:00,36.075776,136.213293,0.502,0.0,-0.2,0.5,180.0,-0.11706183559726924,-0.001459930557757616
2025-06-29T15:09:03.150345+09:00,36.0757759,136.2132925,0.502,0.0,-0.2,0.5,180.0,-0.16194727981928736,-0.013113813940435648
2025-06-29T15:09:03.250448+09:00,36.0757759,136.2132925,0.502,0.0,-0.30000000000000004,0.5,180.0,-0.16194727981928736,-0.013113813940435648
