Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N,Quat_Roll_deg,Quat_Pitch_deg,Quat_Yaw_deg
2025/08/05 17:39:07.696,0.365,1.079,-23.508,23.535580086328867,0.0,0.0,0.0
2025/08/05 17:39:07.796,0.374,1.075,-23.482,23.509568796556007,0.0,0.0,0.0
2025/08/05 17:39:07.896,0.362,1.071,-23.475,23.502206492157285,0.0,0.0,0.0
2025/08/05 17:39:07.996,0.369,1.079,-23.502,23.529649508651843,0.0,0.0,0.0
2025/08/05 17:39:08.096,0.375,1.078,-23.483,23.51072091621182,0.0,0.0,0.0
2025/08/05 17:39:08.196,0.367,1.072,-23.486,23.513316843865308,0.0,0.0,0.0
2025/08/05 17:39:08.296,0.37,1.093,-23.522,23.55028732308801,0.0,0.0,0.0
2025/08/05 17:39:08.396,0.361,1.073,-23.475,23.5022823359775,0.0,0.0,0.0
2025/08/05 17:39:08.496,0.369,1.069,-23.478,23.50522082431901,0.0,0.0,0.0
2025/08/05 17:39:08.596,0.364,1.081,-23.5,23.527665778823025,0.0,0.0,0.0
2025/08/05 17:39:08.696,0.37,1.068,-23.475,23.502194557104662,0.0,0.0,0.0
2025/08/05 17:39:08.796,0.37,1.069,-23.49,23.51722264639258,0.0,0.0,0.0
2025/08/05 17:39:08.896,0.364,1.084,-23.5,23.5278038074105,0.0,0.0,0.0
2025/08/05 17:39:08.996,0.367,1.074,-23.473,23.500423272783834,0.0,0.0,0.0
2025/08/05 17:39:09.096,0.364,1.075,-23.479,23.50641533709468,0.0,0.0,0.0
2025/08/05 17:39:09.196,0.382,1.089,-23.511,23.53930682921653,0.0,0.0,0.0
2025/08/05 17:39:09.296,0.367,1.068,-23.475,23.502147518897075,0.0,0.0,0.0
2025/08/05 17:39:09.396,0.367,1.078,-23.491,23.51858528908574,0.0,0.0,0.0
2025/08/05 17:39:09.497,0.372,1.082,-23.509,23.536826230399036,0.0,0.0,0.0
2025/08/05 17:39:09.596,0.367,1.068,-23.476,23.503146363838184,0.0,0.0,0.0
2025/08/05 17:39:09.696,0.369,1.073,-23.496,23.523382112272888,0.0,0.0,0.0
2025/08/05 17:39:09.796,0.371,1.089,-23.508,23.536134474462877,0.0,0.0,0.0
2025/08/05 17:39:09.896,0.365,1.08,-23.474,23.501665919674714,0.0,0.0,0.0
2025/08/05 17:39:09.996,0.363,1.074,-23.474,23.501359981924452,0.0,0.0,0.0
2025/08/05 17:39:10.096,0.374,1.075,-23.487,23.514562934488062,0.0,0.0,0.0
2025/08/05 17:39:10.196,0.357,1.067,-23.47,23.496953802567685,0.0,0.0,0.0
2025/08/05 17:39:10.296,0.366,1.083,-23.507,23.53478051735346,0.0,0.0,0.0
2025/08/05 17:39:10.396,0.376,1.082,-23.493,23.520908762205593,0.0,0.0,0.0
2025/08/05 17:39:10.496,0.354,1.074,-23.471,23.498226167096103,0.0,0.0,0.0
2025/08/05 17:39:10.597,0.377,1.08,-23.503,23.530821022650272,0.0,0.0,0.0
2025/08/05 17:39:10.696,0.368,1.084,-23.496,23.523870769922198,0.0,0.0,0.0
2025/08/05 17:39:10.796,0.362,1.078,-23.488,23.515511306369675,0.0,0.0,0.0
2025/08/05 17:39:10.896,0.364,1.085,-23.512,23.539835704609324,0.0,0.0,0.0
2025/08/05 17:39:10.996,0.368,1.083,-23.499,23.526821162239493,0.0,0.0,0.0
2025/08/05 17:39:11.096,0.364,1.062,-23.465,23.491840391931834,0.0,0.0,0.0
2025/08/05 17:39:11.196,0.373,1.078,-23.502,23.5296667422214,0.0,0.0,0.0
2025/08/05 17:39:11.296,0.369,1.083,-23.496,23.523840375244852,0.0,0.0,0.0
2025/08/05 17:39:11.396,0.361,1.069,-23.477,23.504097749116006,0.0,0.0,0.0
2025/08/05 17:39:11.496,0.37,1.086,-23.507,23.53498130443277,0.0,0.0,0.0
2025/08/05 17:39:11.596,0.36,1.072,-23.503,23.530188970766893,0.0,0.0,0.0
2025/08/05 17:39:11.696,0.371,1.071,-23.489,23.516330559847127,0.0,0.0,0.0
2025/08/05 17:39:11.796,0.368,1.08,-23.512,23.539667967072095,0.0,0.0,0.0
2025/08/05 17:39:11.896,0.374,1.083,-23.507,23.53490628831991,0.0,0.0,0.0
2025/08/05 17:39:11.996,0.365,1.067,-23.487,23.514057136104775,0.0,0.0,0.0
2025/08/05 17:39:12.096,0.362,1.084,-23.53,23.557737582374077,0.0,0.0,0.0
2025/08/05 17:39:12.196,0.369,1.079,-23.492,23.519661264567567,0.0,0.0,0.0
2025/08/05 17:39:12.296,0.369,1.077,-23.504,23.531555537193032,0.0,0.0,0.0
2025/08/05 17:39:12.396,0.362,1.081,-23.512,23.539620833819736,0.0,0.0,0.0
2025/08/05 17:39:12.497,0.367,1.08,-23.494,23.521673516142513,0.0,0.0,0.0
2025/08/05 17:39:12.597,0.355,1.066,-23.495,23.521849544625525,0.0,0.0,0.0
2025/08/05 17:39:12.697,0.368,1.083,-23.51,23.537808160489373,0.0,0.0,0.0
2025/08/05 17:39:12.797,0.367,1.074,-23.5,23.527391801897636,0.0,0.0,0.0
2025/08/05 17:39:12.896,0.361,1.073,-23.489,23.516266093918908,0.0,0.0,0.0
2025/08/05 17:39:12.996,0.375,1.091,-23.528,23.556266469880153,0.0,0.0,0.0
2025/08/05 17:39:13.097,0.367,1.071,-23.487,23.514270114124315,0.0,0.0,0.0
2025/08/05 17:39:13.197,0.361,1.081,-23.511,23.53860664950243,0.0,0.0,0.0
2025/08/05 17:39:13.297,0.374,1.083,-23.525,23.55288496129508,0.0,0.0,0.0
2025/08/05 17:39:13.397,0.367,1.084,-23.504,23.531845677719375,0.0,0.0,0.0
2025/08/05 17:39:13.496,0.358,1.073,-23.507,23.534199412769496,0.0,0.0,0.0
