Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N
2025/07/21 18:56:14.157,0.036,-0.052,-3.921,3.9215100407878594
2025/07/21 18:56:14.257,0.044,-0.078,-3.939,3.9400178933603844
2025/07/21 18:56:14.357,-0.014,-0.031,-3.959,3.9591461200617486
2025/07/21 18:56:14.457,-0.057,-0.01,-3.966,3.9664221913457474
2025/07/21 18:56:14.557,0.037,-0.034,-3.941,3.9413203371459162
2025/07/21 18:56:14.657,0.047,-0.085,-3.923,3.924202211915181
2025/07/21 18:56:14.757,0.058,-0.035,-3.904,3.9045876862992843
2025/07/21 18:56:14.857,0.033,-0.054,-3.925,3.9255101579285205
2025/07/21 18:56:14.957,0.032,-0.056,-3.944,3.944527348111558
2025/07/21 18:56:15.057,-0.037,-0.037,-3.971,3.9713447344696733
2025/07/21 18:56:15.157,-0.027,-0.009,-3.967,3.9671020909474968
2025/07/21 18:56:15.257,0.04,-0.078,-3.929,3.9299777353058882
2025/07/21 18:56:15.357,0.017,-0.044,-3.937,3.9372825654250416
2025/07/21 18:56:15.457,-0.089,-0.001,-3.969,3.969997858941488
2025/07/21 18:56:15.557,-0.06,0.032,-4.003,4.0035775251642125
2025/07/21 18:56:15.657,0.034,-0.115,-3.917,3.9188352861532723
2025/07/21 18:56:15.757,0.023,-0.017,-3.925,3.9251042024384524
2025/07/21 18:56:15.857,0.004,-0.014,-3.911,3.9110271029487893
2025/07/21 18:56:15.957,0.07,-0.068,-3.921,3.9222142980719448
2025/07/21 18:56:16.057,-0.059,-0.048,-3.98,3.98072669245202
2025/07/21 18:56:16.157,-0.076,0.031,-3.977,3.977846905048006
2025/07/21 18:56:16.257,0.029,-0.073,-3.933,3.9337843103047727
2025/07/21 18:56:16.357,0.044,-0.067,-3.904,3.9048227872721704
2025/07/21 18:56:16.457,-0.001,-0.006,-3.931,3.931004706178816
2025/07/21 18:56:16.557,0.014,-0.052,-3.933,3.933368658033467
2025/07/21 18:56:16.657,0.027,-0.068,-3.947,3.9476780517159704
2025/07/21 18:56:16.757,-0.031,-0.041,-3.956,3.9563339090627827
2025/07/21 18:56:16.857,0.001,-0.02,-3.939,3.9390509009150922
2025/07/21 18:56:16.957,0.059,-0.083,-3.92,3.9213224810005105
2025/07/21 18:56:17.057,0.015,-0.045,-3.935,3.935285885421795
2025/07/21 18:56:17.157,-0.023,0.001,-3.951,3.9510670710581466
2025/07/21 18:56:17.257,0.03,-0.055,-3.942,3.942497812301232
2025/07/21 18:56:17.357,0.015,-0.074,-3.935,3.935724329777176
2025/07/21 18:56:17.457,-0.026,0.005,-3.955,3.9550886210045912
2025/07/21 18:56:17.557,-0.028,-0.025,-3.959,3.9591779449779723
2025/07/21 18:56:17.657,0.15,-0.138,-3.91,3.9153089277859037
2025/07/21 18:56:17.757,-0.099,0.019,-3.959,3.96028319694438
2025/07/21 18:56:17.857,-0.01,0.036,-3.965,3.965176036445292
2025/07/21 18:56:17.957,0.104,-0.179,-3.916,3.921468219940077
2025/07/21 18:56:18.057,-0.036,0.011,-3.961,3.9611788649340234
2025/07/21 18:56:18.157,-0.034,0.014,-3.951,3.9511710922206347
2025/07/21 18:56:18.257,-0.037,-0.117,-4.005,4.00687945913026
2025/07/21 18:56:18.357,0.195,0.462,-3.8,3.832945212235625
2025/07/21 18:56:18.457,0.125,0.386,-3.874,3.8951889556220505
