Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/19 19:48:13.606,0.052,-0.091,5.667,-0.014,-0.1,0.046,0.025,-0.161,0.156,-0.113,0.193,5.511,433990,,,0.0017,0.5796,-28.0,PhaseCorr: err=0.0017 est_freq=0.5796 Hz corr=-28.
2026/01/19 19:48:13.706,-0.007,0.486,5.671,-0.017,-0.095,0.039,0.029,-0.165,0.16,-0.131,0.164,5.552,434090,,,0.0017,0.5796,-28.0,PhaseCorr: err=0.0017 est_freq=0.5796 Hz corr=-28.
2026/01/19 19:48:13.810,,,,,,,,,,,,,,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:13.811,-0.089,0.541,5.668,-0.015,-0.071,0.04,0.044,-0.163,0.176,-0.139,0.171,5.608,434190,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:13.906,0.125,0.133,5.753,-0.002,-0.074,0.048,0.042,-0.155,0.174,-0.13,0.135,5.62,434290,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.006,-0.212,0.214,5.751,0.022,-0.045,0.057,0.054,-0.142,0.189,-0.107,0.157,5.644,434390,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.106,0.064,-0.189,5.526,0.043,-0.034,0.061,0.057,-0.131,0.195,-0.097,0.152,5.664,434490,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.206,-0.111,0.368,5.219,0.056,-0.035,0.057,0.06,-0.123,0.194,-0.102,0.133,5.626,434590,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.306,0.079,0.09,5.231,0.058,-0.018,0.054,0.047,-0.122,0.206,-0.126,0.157,5.53,434690,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.406,0.105,0.249,5.171,0.062,-0.018,0.039,0.042,-0.115,0.207,-0.133,0.162,5.424,434790,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.506,-0.011,0.752,5.035,0.059,-0.021,0.024,0.024,-0.11,0.213,-0.136,0.19,5.332,434890,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.606,0.192,0.243,5.146,0.05,-0.03,0.005,0.011,-0.105,0.217,-0.129,0.218,5.261,434990,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.706,-0.04,0.528,4.866,0.037,-0.04,-0.008,0.004,-0.1,0.22,-0.12,0.244,5.23,435090,,,-0.004,0.5787,-28.0,PhaseCorr: err=-0.0040 est_freq=0.5787 Hz corr=-28
2026/01/19 19:48:14.810,,,,,,,,,,,,,,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:14.811,0.079,0.702,5.576,0.024,-0.054,-0.013,0.002,-0.096,0.225,-0.112,0.273,5.206,435190,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:14.906,-0.382,0.447,5.043,0.027,-0.057,-0.014,0.006,-0.097,0.228,-0.123,0.285,5.245,435290,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.006,-0.109,0.112,5.3,0.025,-0.06,-0.014,0.005,-0.097,0.228,-0.126,0.288,5.319,435390,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.106,0.044,0.226,5.412,0.019,-0.067,-0.0,0.013,-0.087,0.234,-0.103,0.296,5.404,435490,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.206,0.03,0.4,5.283,0.02,-0.066,0.014,0.027,-0.078,0.243,-0.077,0.302,5.493,435590,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.306,-0.237,0.723,5.362,0.011,-0.055,-0.012,0.05,-0.095,0.257,-0.109,0.318,5.495,435690,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.406,0.074,0.171,5.3,-0.004,-0.039,-0.036,0.069,-0.111,0.271,-0.148,0.333,5.502,435790,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.506,-0.08,0.643,4.077,-0.016,-0.037,-0.047,0.069,-0.121,0.272,-0.171,0.313,5.493,435890,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.606,-0.076,0.285,4.902,-0.028,-0.03,-0.054,0.071,-0.128,0.276,-0.185,0.298,5.105,435990,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.706,-0.28,0.449,5.155,-0.035,-0.051,-0.057,0.061,-0.132,0.264,-0.184,0.235,4.947,436090,,,0.0026,0.5798,-28.0,PhaseCorr: err=0.0026 est_freq=0.5798 Hz corr=-28.
2026/01/19 19:48:15.810,,,,,,,,,,,,,,,,-0.0017,0.5791,-28.0,PhaseCorr: err=-0.0017 est_freq=0.5791 Hz corr=-28
