Time,GPS_Lat,GPS_Lon,GPS_Alt,N(m),E(m),Target_Alt,Target_Yaw(deg),Local_X(m),Local_Y(m),Yaw_Offset(deg),Initial_Yaw(deg)
2025-06-29T15:40:41.210904+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.311061+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.411186+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.511306+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.611417+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.711525+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.811629+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:41.911745+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:42.011853+09:00,36.0757754,136.2132942,-0.006,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:42.111958+09:00,36.0757754,136.2132942,0.0,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:42.212060+09:00,36.0757754,136.2132942,0.0,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
2025-06-29T15:40:42.312161+09:00,36.0757754,136.2132942,0.0,0.0,0.0,0.5,173.16728866895073,0.0,0.0,0.0,173.16728866895073
