Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/15 17:57:55.485,-0.566,0.052,5.791,0.232,0.065,-0.245,0.07,-0.235,0.114,-0.553,0.087,5.834,898130,,,-0.0005,0.5999,0.0,PhaseCorr: err=-0.0005 est_freq=0.5999 Hz corr=0.0
2026/01/15 17:57:55.588,,,,,,,,,,,,,,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:55.590,-0.221,0.292,5.873,0.234,0.061,-0.22,0.021,-0.219,0.081,-0.54,0.056,5.755,898230,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:55.685,-0.045,0.138,5.702,0.253,0.105,-0.187,0.104,-0.195,0.14,-0.459,0.201,5.733,898330,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:55.785,-0.011,-0.02,5.63,0.297,0.093,-0.136,0.093,-0.153,0.13,-0.284,0.226,5.678,898430,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:55.885,-0.044,-0.029,5.573,0.304,0.065,-0.13,0.071,-0.147,0.106,-0.149,0.197,5.606,898530,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:55.985,0.299,-0.081,5.551,0.314,0.107,-0.126,0.093,-0.142,0.133,-0.012,0.275,5.558,898630,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:56.085,0.092,0.4,5.425,0.322,0.046,-0.123,0.068,-0.139,0.103,0.105,0.174,5.449,898730,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:56.185,0.081,0.348,5.519,0.306,0.031,-0.128,0.065,-0.146,0.096,0.153,0.129,5.373,898830,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:56.285,-0.083,-0.563,5.276,0.275,0.062,-0.126,0.061,-0.163,0.114,0.138,0.153,5.39,898930,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:56.385,-0.256,-0.229,5.281,0.261,0.018,-0.111,0.095,-0.175,0.082,0.095,0.033,5.338,899030,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:56.485,-0.188,0.134,5.303,0.234,-0.004,-0.055,0.138,-0.203,0.059,-0.045,-0.065,5.262,899130,,,-0.003,0.5995,0.0,PhaseCorr: err=-0.0030 est_freq=0.5995 Hz corr=0.0
2026/01/15 17:57:56.588,,,,,,,,,,,,,,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:56.589,-0.43,-0.068,5.072,0.234,-0.001,-0.043,0.109,-0.206,0.068,-0.139,-0.041,5.258,899230,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:56.685,-0.376,-0.109,5.09,0.244,0.009,-0.028,0.141,-0.209,0.062,-0.246,-0.075,5.246,899330,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:56.785,-0.451,-0.112,5.103,0.242,-0.016,-0.027,0.116,-0.208,0.068,-0.333,-0.013,5.28,899430,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:56.885,-0.189,0.277,5.417,0.232,0.002,-0.033,0.114,-0.206,0.061,-0.387,-0.0,5.338,899530,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:56.985,-0.023,-0.04,5.485,0.233,-0.009,-0.03,0.122,-0.205,0.069,-0.43,0.058,5.448,899630,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:57.085,-0.331,0.899,5.612,0.191,-0.01,0.031,0.114,-0.156,0.064,-0.336,0.098,5.609,899730,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:57.185,-0.405,0.294,5.792,0.188,-0.004,0.071,0.152,-0.129,0.088,-0.246,0.176,5.717,899830,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:57.285,0.177,-0.056,5.96,0.189,-0.007,0.094,0.145,-0.114,0.084,-0.145,0.208,5.923,899930,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:57.386,-0.106,-0.036,5.766,0.189,-0.003,0.095,0.137,-0.114,0.08,-0.064,0.214,6.021,900030,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:57.486,0.211,-0.048,5.833,0.18,-0.053,0.088,0.093,-0.122,0.037,-0.008,0.122,5.991,900130,,,0.0025,0.6004,0.0,PhaseCorr: err=0.0025 est_freq=0.6004 Hz corr=0.00
2026/01/15 17:57:57.588,,,,,,,,,,,,,,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:57.589,0.193,-0.443,5.803,0.156,-0.001,0.071,0.122,-0.142,0.073,-0.002,0.179,5.924,900230,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:57.685,-0.09,-0.001,5.52,0.149,-0.067,0.068,0.089,-0.145,0.033,0.013,0.036,5.801,900330,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:57.785,-0.203,0.001,5.411,0.069,-0.007,0.035,0.113,-0.185,0.062,-0.108,0.088,5.633,900430,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:57.885,-0.158,-0.194,5.305,0.047,-0.044,0.034,0.109,-0.197,0.043,-0.153,-0.01,5.424,900530,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:57.985,-0.138,-0.441,5.307,0.0,-0.027,0.045,0.102,-0.225,0.053,-0.245,-0.016,5.301,900630,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:58.086,-0.288,0.42,5.166,-0.022,-0.046,0.066,0.127,-0.242,0.037,-0.307,-0.088,5.204,900730,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:58.185,-0.42,-0.083,5.015,-0.04,-0.029,0.103,0.071,-0.261,0.06,-0.373,-0.016,5.154,900830,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:58.286,-0.718,0.409,5.042,-0.034,-0.022,0.131,0.096,-0.267,0.056,-0.398,-0.039,5.093,900930,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:58.386,-0.618,0.071,4.816,0.003,-0.044,0.191,0.073,-0.277,0.06,-0.455,0.01,5.084,901030,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:58.485,-0.241,-0.064,4.839,0.01,-0.05,0.19,0.064,-0.279,0.061,-0.422,0.05,5.099,901130,,,-0.0048,0.5992,0.0,PhaseCorr: err=-0.0048 est_freq=0.5992 Hz corr=0.0
2026/01/15 17:57:58.588,,,,,,,,,,,,,,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:58.589,-0.297,-0.067,4.801,0.017,-0.097,0.195,0.061,-0.28,0.078,-0.375,0.142,5.143,901230,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:58.685,-0.31,0.083,4.827,0.029,-0.049,0.183,0.041,-0.291,0.051,-0.328,0.099,5.156,901330,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:58.785,-0.378,0.252,5.074,0.022,-0.054,0.203,0.013,-0.276,0.035,-0.231,0.091,5.151,901430,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:58.886,-0.405,0.499,5.271,0.027,-0.05,0.159,0.057,-0.306,0.064,-0.222,0.14,5.195,901530,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:58.986,-0.302,-0.09,5.262,0.016,-0.056,0.145,0.032,-0.316,0.048,-0.196,0.103,5.285,901630,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:59.086,-0.076,0.228,5.496,0.004,-0.049,0.133,0.047,-0.327,0.058,-0.195,0.11,5.4,901730,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:59.186,-0.444,-0.401,5.356,-0.054,-0.066,0.083,0.027,-0.378,0.043,-0.312,0.051,5.441,901830,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:59.286,-0.549,0.209,5.673,-0.051,-0.096,0.084,0.014,-0.376,0.026,-0.341,-0.02,5.488,901930,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
2026/01/15 17:57:59.385,-0.556,0.083,5.364,-0.069,-0.107,0.075,0.007,-0.387,0.018,-0.407,-0.069,5.55,902030,,,-0.0022,0.5996,0.0,PhaseCorr: err=-0.0022 est_freq=0.5996 Hz corr=0.0
