Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N,Quat_Q1,Quat_Q2,Quat_Q3,Quat_Q4
2025/08/09 19:01:58.374,-0.016,0.267,-23.514,23.515521278508796,0.999586,0.028704,-0.001729,4.9e-05
2025/08/09 19:01:58.473,-0.002,0.278,-23.494,23.49564478791761,0.999555,0.029806,-0.000258,7e-06
2025/08/09 19:01:58.574,-0.008,0.276,-23.512,23.51362124386629,0.99956,0.029638,-0.000865,2.5e-05
2025/08/09 19:01:58.673,-0.014,0.271,-23.521,23.52256529377695,0.999575,0.029088,-0.001584,4.6e-05
2025/08/09 19:01:58.774,-0.007,0.271,-23.502,23.50356343195644,0.999578,0.029031,-0.000818,2.3e-05
2025/08/09 19:01:58.873,-0.014,0.271,-23.5,23.501566692456908,0.999575,0.029094,-0.001503,4.3e-05
2025/08/09 19:01:58.974,-0.019,0.276,-23.521,23.522626936632737,0.999558,0.029632,-0.002053,6e-05
2025/08/09 19:01:59.073,-0.015,0.273,-23.503,23.504590253820638,0.999569,0.0293,-0.001696,4.9e-05
2025/08/09 19:01:59.213,-0.01,0.277,-23.507,23.50863411600087,0.999556,0.029753,-0.001138,3.3e-05
2025/08/09 19:01:59.307,-0.01,0.276,-23.494,23.495623252001636,0.999562,0.029568,-0.001091,3.2e-05
2025/08/09 19:01:59.404,-0.01,0.278,-23.493,23.494646900943202,0.999555,0.029791,-0.001169,3.4e-05
2025/08/09 19:01:59.505,-0.012,0.27,-23.51,23.51155341528926,0.999579,0.028969,-0.00133,3.8e-05
2025/08/09 19:01:59.604,-0.008,0.279,-23.518,23.519656226229156,0.99955,0.029974,-0.00093,2.7e-05
2025/08/09 19:01:59.705,0.001,0.276,-23.49,23.49162142126422,0.999561,0.029597,8.5e-05,-2e-06
2025/08/09 19:01:59.804,-0.012,0.279,-23.505,23.50665884382551,0.999551,0.029907,-0.001301,3.8e-05
2025/08/09 19:01:59.905,-0.012,0.263,-23.519,23.520473507138412,0.9996,0.028243,-0.001329,3.7e-05
2025/08/09 19:02:00.004,-0.011,0.275,-23.498,23.499611698919622,0.999564,0.02949,-0.001183,3.4e-05
2025/08/09 19:02:00.105,-0.003,0.275,-23.5,23.501609178947728,0.999563,0.029546,-0.000411,1.2e-05
2025/08/09 19:02:00.204,-0.016,0.274,-23.515,23.516601731542764,0.999567,0.029352,-0.001758,5.1e-05
2025/08/09 19:02:00.305,-0.007,0.278,-23.501,23.50264525537498,0.999555,0.029801,-0.000804,2.3e-05
2025/08/09 19:02:00.404,-0.005,0.276,-23.489,23.49062200113058,0.999561,0.029614,-0.000639,1.8e-05
2025/08/09 19:02:00.505,-0.008,0.27,-23.515,23.516551384078404,0.999578,0.029017,-0.00095,2.7e-05
2025/08/09 19:02:00.604,-0.013,0.269,-23.524,23.525541566561227,0.999583,0.028839,-0.00144,4.1e-05
2025/08/09 19:02:00.705,-0.007,0.28,-23.496,23.49766935251239,0.999547,0.030059,-0.000789,2.3e-05
2025/08/09 19:02:00.804,-0.006,0.274,-23.509,23.510597461570388,0.999566,0.029422,-0.000716,2.1e-05
2025/08/09 19:02:00.905,-0.014,0.269,-23.522,23.523542271520245,0.999582,0.028843,-0.001502,4.3e-05
2025/08/09 19:02:01.004,-0.008,0.279,-23.504,23.505657212679676,0.999552,0.029913,-0.000921,2.7e-05
2025/08/09 19:02:01.105,-0.004,0.274,-23.498,23.499597783791963,0.999566,0.029426,-0.000522,1.5e-05
2025/08/09 19:02:01.204,-0.01,0.268,-23.517,23.518529141934025,0.999586,0.02873,-0.001073,3e-05
2025/08/09 19:02:01.305,-0.018,0.269,-23.522,23.523544992198772,0.99958,0.028895,-0.002027,5.8e-05
2025/08/09 19:02:01.404,-0.01,-0.183,-23.423,23.423716997948894,0.999806,-0.019668,-0.001082,-2.1e-05
2025/08/09 19:02:01.505,-0.111,0.204,-23.531,23.53214605598053,0.999687,0.021947,-0.011974,0.000262
2025/08/09 19:02:01.604,-0.143,0.322,-23.616,23.618628008417424,0.999285,0.034539,-0.015369,0.000531
2025/08/09 19:02:01.705,-0.058,0.408,-23.536,23.539607558326033,0.999024,0.04371,-0.006282,0.000274
2025/08/09 19:02:01.804,-0.121,0.289,-23.567,23.56908252350948,0.999435,0.03096,-0.013051,0.000404
2025/08/09 19:02:01.905,-0.117,0.343,-23.59,23.59278360007568,0.999243,0.036811,-0.012575,0.000463
2025/08/09 19:02:02.004,-0.162,0.308,-23.568,23.57056919126053,0.999302,0.033061,-0.017346,0.000573
2025/08/09 19:02:02.105,-0.151,0.314,-23.556,23.558576633574447,0.999298,0.033733,-0.016268,0.000549
2025/08/09 19:02:02.204,-0.113,0.353,-23.561,23.56391518827039,0.99921,0.037847,-0.012102,0.000458
2025/08/09 19:02:02.305,-0.114,0.325,-23.577,23.57951547424162,0.999317,0.034829,-0.012294,0.000428
2025/08/09 19:02:02.404,-0.088,0.337,-23.548,23.550575725446713,0.999302,0.036129,-0.009455,0.000341
2025/08/09 19:02:02.505,-0.109,0.321,-22.999,23.0014982772862,0.999339,0.034401,-0.011739,0.000404
2025/08/09 19:02:02.604,-0.078,0.336,-22.635,22.6376280780474,0.999313,0.036061,-0.008447,0.000304
2025/08/09 19:02:02.705,-0.071,0.292,-22.706,22.70798848423171,0.999479,0.031341,-0.007681,0.00024
2025/08/09 19:02:02.804,-0.086,0.24,-22.751,22.752428375889902,0.999625,0.025745,-0.009257,0.000238
2025/08/09 19:02:02.905,-0.073,0.191,-22.42,22.42093240701644,0.999758,0.020529,-0.007824,0.00016
2025/08/09 19:02:03.004,-0.034,0.31,-21.532,21.53425828766805,0.999441,0.033228,-0.003688,0.000122
2025/08/09 19:02:03.105,-0.009,0.212,-20.835,20.836080485542382,0.999739,0.022795,-0.000987,2.2e-05
2025/08/09 19:02:03.204,-0.004,0.283,-20.165,20.166986140720184,0.999539,0.030356,-0.000439,1.3e-05
2025/08/09 19:02:03.305,-0.04,0.248,-19.823,19.824591622527816,0.999635,0.026645,-0.004314,0.000114
2025/08/09 19:02:03.404,-0.009,0.264,-19.674,19.675773250370618,0.999599,0.028292,-0.000981,2.7e-05
2025/08/09 19:02:03.505,-0.04,0.189,-19.647,19.647949765815262,0.999785,0.020274,-0.004355,8.8e-05
2025/08/09 19:02:03.604,0.012,0.275,-19.783,19.784914910102597,0.999565,0.029457,0.001333,-3.9e-05
2025/08/09 19:02:03.705,0.087,0.255,-19.25,19.25188546610435,0.99958,0.027411,0.009401,-0.000257
2025/08/09 19:02:03.804,-0.024,0.162,-18.163,18.163738299149763,0.999845,0.017357,-0.002646,4.5e-05
2025/08/09 19:02:03.905,0.243,0.271,-17.68,17.68374649218881,0.999237,0.029097,0.02603,-0.000758
2025/08/09 19:02:04.004,-0.072,0.031,-17.542,17.54217515019161,0.999964,0.003372,-0.007723,2.6e-05
2025/08/09 19:02:04.105,0.098,0.207,-17.046,17.04753850266953,0.999697,0.022196,0.010597,-0.000235
2025/08/09 19:02:04.204,-0.031,0.115,-16.778,16.778422750664017,0.999918,0.012328,-0.003326,4.1e-05
2025/08/09 19:02:04.305,0.145,0.195,-16.311,16.312810027705222,0.999659,0.020897,0.015605,-0.000326
2025/08/09 19:02:04.404,0.192,0.205,-16.458,16.460396501907237,0.999544,0.022048,0.020627,-0.000455
2025/08/09 19:02:04.505,0.048,0.111,-16.675,16.675438524968392,0.999914,0.011944,0.005245,-6.2e-05
2025/08/09 19:02:04.604,0.041,0.522,-17.31,17.317917455629587,0.998423,0.055949,0.004405,-0.000246
2025/08/09 19:02:04.705,-0.106,0.271,-17.827,17.829374806762015,0.999512,0.029065,-0.011357,0.00033
2025/08/09 19:02:04.804,-0.187,0.302,-20.495,20.498077909891943,0.999272,0.032409,-0.020114,0.000652
2025/08/09 19:02:04.905,-0.112,0.39,-23.535,23.53849759436655,0.999052,0.04182,-0.012027,0.000503
2025/08/09 19:02:05.004,-0.157,0.369,-23.458,23.461427364932423,0.999075,0.039542,-0.016879,0.000668
2025/08/09 19:02:05.105,-0.158,0.288,-23.465,23.46729922679642,0.999377,0.030932,-0.016938,0.000524
2025/08/09 19:02:05.204,-0.116,0.332,-23.429,23.43163931525065,0.999289,0.035587,-0.012435,0.000442
2025/08/09 19:02:05.305,-0.043,0.318,-23.391,23.393201020809443,0.999406,0.034132,-0.004647,0.000158
2025/08/09 19:02:05.404,-0.007,0.295,-23.384,23.385861754487475,0.999499,0.031619,-0.000831,2.6e-05
2025/08/09 19:02:05.505,-0.007,0.304,-23.376,23.3779776926919,0.999467,0.032616,-0.000811,2.6e-05
2025/08/09 19:02:05.605,0.012,0.275,-23.49,23.491612737315418,0.999562,0.02956,0.001306,-3.8e-05
2025/08/09 19:02:05.706,0.006,0.285,-23.504,23.505728599641408,0.999531,0.030614,0.00071,-2.1e-05
2025/08/09 19:02:05.804,0.004,0.273,-23.503,23.50458580788013,0.999571,0.029259,0.000437,-1.2e-05
2025/08/09 19:02:05.905,0.013,0.338,-23.488,23.49043543657716,0.999343,0.036202,0.001404,-5e-05
2025/08/09 19:02:06.004,-0.012,0.268,-23.519,23.520529947260965,0.999586,0.028721,-0.001381,3.9e-05
2025/08/09 19:02:06.105,-0.009,0.267,-23.522,23.523517041462995,0.999588,0.028658,-0.001023,2.9e-05
2025/08/09 19:02:06.204,-0.012,0.294,-23.5,23.501842055464504,0.999502,0.031517,-0.001387,4.3e-05
2025/08/09 19:02:06.306,-0.033,0.293,-23.52,23.521848099160916,0.9995,0.031397,-0.003609,0.000113
2025/08/09 19:02:06.404,-0.027,0.286,-23.509,23.51075511335185,0.999523,0.030728,-0.002979,9.1e-05
2025/08/09 19:02:06.505,-0.019,0.276,-23.513,23.514627490138988,0.999558,0.029636,-0.002095,6.2e-05
2025/08/09 19:02:06.605,-0.017,0.281,-23.512,23.513685249233053,0.999543,0.030162,-0.001895,5.7e-05
