Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N
2025/07/21 19:10:31.028,-0.052,0.33,-3.94,3.9541375798016944
2025/07/21 19:10:31.128,-0.04,0.332,-3.888,3.902354161272398
2025/07/21 19:10:31.228,-0.044,0.31,-3.9,3.912548530050458
2025/07/21 19:10:31.328,-0.052,0.296,-3.947,3.9584250656037434
2025/07/21 19:10:31.428,-0.056,0.308,-3.912,3.924505573954508
2025/07/21 19:10:31.528,-0.056,0.34,-3.904,3.9191774647239437
2025/07/21 19:10:31.628,-0.048,0.352,-3.924,3.9400487306631122
2025/07/21 19:10:31.728,-0.056,0.378,-3.917,3.935595126534232
2025/07/21 19:10:31.828,-0.045,0.353,-3.879,3.895288821127388
2025/07/21 19:10:31.928,-0.066,0.347,-3.911,3.926918130035308
2025/07/21 19:10:32.028,-0.066,0.332,-3.956,3.9704553894987917
2025/07/21 19:10:32.128,-0.059,0.319,-3.905,3.91845211786491
2025/07/21 19:10:32.228,-0.067,0.322,-3.904,3.917829628761312
2025/07/21 19:10:32.328,-0.067,0.304,-3.967,3.979195144749752
2025/07/21 19:10:32.428,-0.061,0.296,-3.935,3.946588653508242
2025/07/21 19:10:32.528,-0.054,0.296,-3.901,3.912586484667144
2025/07/21 19:10:32.628,-0.053,0.314,-3.92,3.9329130425169585
2025/07/21 19:10:32.728,-0.048,0.321,-3.922,3.9354070945710307
2025/07/21 19:10:32.828,-0.034,0.321,-3.878,3.8914111836196392
2025/07/21 19:10:32.928,-0.057,0.303,-3.901,3.91316483169314
2025/07/21 19:10:33.028,-0.052,0.302,-3.955,3.9668542952823462
2025/07/21 19:10:33.128,-0.053,0.32,-3.918,3.931403438976977
2025/07/21 19:10:33.228,-0.042,0.349,-3.887,3.9028622829918045
2025/07/21 19:10:33.328,-0.054,0.376,-3.926,3.9443336572861076
2025/07/21 19:10:33.428,-0.051,0.371,-3.91,3.9278928193116474
2025/07/21 19:10:33.528,-0.053,0.355,-3.883,3.899554205290651
2025/07/21 19:10:33.628,-0.073,0.321,-3.928,3.9417704144204038
2025/07/21 19:10:33.728,-0.077,0.303,-3.959,3.971324590108444
2025/07/21 19:10:33.828,-0.066,0.302,-3.917,3.9291791763675015
2025/07/21 19:10:33.928,-0.061,0.306,-3.918,3.930404686543105
2025/07/21 19:10:34.028,-0.069,0.312,-3.977,3.989816286497412
2025/07/21 19:10:34.128,-0.058,0.305,-3.94,3.9522131774488076
2025/07/21 19:10:34.228,-0.05,0.298,-3.883,3.894739144024924
2025/07/21 19:10:34.328,-0.041,0.305,-3.916,3.9280735736490477
2025/07/21 19:10:34.428,-0.045,0.325,-3.915,3.9287243476731732
2025/07/21 19:10:34.528,-0.043,0.33,-3.889,3.9032127792371245
2025/07/21 19:10:34.628,-0.056,0.321,-3.918,3.931526548301563
2025/07/21 19:10:34.728,-0.056,0.325,-3.945,3.958760664652512
2025/07/21 19:10:34.828,-0.054,0.339,-3.909,3.9240435777396763
2025/07/21 19:10:34.928,-0.056,0.369,-3.988,4.005426444212901
2025/07/21 19:10:35.028,-0.06,0.367,-4.039,4.056083085934015
2025/07/21 19:10:35.128,-0.043,0.328,-4.04,4.053521061990427
2025/07/21 19:10:35.228,-0.051,0.312,-3.992,4.004498595330007
2025/07/21 19:10:35.328,-0.063,0.321,-4.03,4.043254876952479
2025/07/21 19:10:35.428,-0.028,0.322,-4.061,4.073842044066019
2025/07/21 19:10:35.528,-0.033,0.318,-4.024,4.036680443136414
2025/07/21 19:10:35.628,-0.065,0.315,-4.039,4.05178614934204
2025/07/21 19:10:35.728,-0.046,0.321,-4.095,4.107819616292809
2025/07/21 19:10:35.828,-0.037,0.314,-4.039,4.0513560692686585
2025/07/21 19:10:35.928,-0.061,0.306,-4.006,4.0181330241792645
2025/07/21 19:10:36.028,-0.061,0.322,-4.051,4.064234983364027
2025/07/21 19:10:36.128,-0.052,0.349,-4.044,4.059364605452434
2025/07/21 19:10:36.228,-0.052,0.336,-4.012,4.026381005319789
2025/07/21 19:10:36.328,-0.055,0.296,-4.046,4.057185847357748
2025/07/21 19:10:36.428,-0.084,0.301,-4.086,4.097932771532496
2025/07/21 19:10:36.528,-0.075,0.321,-4.063,4.076350696395
2025/07/21 19:10:36.628,-0.049,0.313,-4.049,4.0613755059092975
2025/07/21 19:10:36.728,-0.072,0.338,-4.063,4.0776705359800705
2025/07/21 19:10:36.828,-0.072,0.346,-4.059,4.0743565136104625
