Timestamp,M0_Thrust_N,M1_Thrust_N,M2_Thrust_N,M3_Thrust_N,Total_Thrust_N
2025/07/20 19:11:14.911,0.491,0.427,0.525,0.448,1.891
2025/07/20 19:11:15.011,0.502,0.431,0.515,0.443,1.891
2025/07/20 19:11:15.111,0.523,0.415,0.539,0.418,1.8949999999999998
2025/07/20 19:11:15.211,0.483,0.44,0.518,0.434,1.875
2025/07/20 19:11:15.311,0.51,0.413,0.512,0.453,1.8880000000000001
2025/07/20 19:11:15.411,0.498,0.405,0.55,0.435,1.8880000000000001
2025/07/20 19:11:15.511,0.506,0.408,0.533,0.445,1.8920000000000001
2025/07/20 19:11:15.611,0.533,0.415,0.536,0.431,1.915
2025/07/20 19:11:15.711,0.526,0.45,0.529,0.419,1.924
2025/07/20 19:11:15.811,0.552,0.435,0.507,0.447,1.9410000000000003
2025/07/20 19:11:15.911,0.526,0.463,0.52,0.434,1.943
2025/07/20 19:11:16.011,0.528,0.463,0.544,0.437,1.9720000000000002
2025/07/20 19:11:16.111,0.518,0.467,0.553,0.423,1.9610000000000003
2025/07/20 19:11:16.211,0.531,0.458,0.502,0.459,1.9500000000000002
2025/07/20 19:11:16.311,0.542,0.44,0.526,0.445,1.953
2025/07/20 19:11:16.411,0.55,0.432,0.541,0.427,1.9500000000000002
2025/07/20 19:11:16.511,0.512,0.427,0.547,0.419,1.9050000000000002
2025/07/20 19:11:16.611,0.52,0.394,0.533,0.459,1.9060000000000001
2025/07/20 19:11:16.711,0.491,0.405,0.537,0.461,1.8940000000000001
2025/07/20 19:11:16.811,0.499,0.405,0.541,0.47,1.915
2025/07/20 19:11:16.911,0.486,0.421,0.568,0.427,1.9020000000000001
2025/07/20 19:11:17.011,0.482,0.435,0.547,0.434,1.898
2025/07/20 19:11:17.111,0.498,0.434,0.525,0.439,1.896
2025/07/20 19:11:17.211,0.536,0.429,0.501,0.448,1.9140000000000001
2025/07/20 19:11:17.311,0.52,0.455,0.509,0.432,1.916
2025/07/20 19:11:17.411,0.526,0.451,0.544,0.426,1.947
2025/07/20 19:11:17.511,0.507,0.453,0.547,0.424,1.931
2025/07/20 19:11:17.611,0.518,0.45,0.51,0.455,1.933
2025/07/20 19:11:17.711,0.541,0.432,0.539,0.445,1.957
2025/07/20 19:11:17.811,0.513,0.466,0.558,0.416,1.953
2025/07/20 19:11:17.911,0.518,0.458,0.541,0.437,1.954
2025/07/20 19:11:18.011,0.534,0.456,0.529,0.439,1.9580000000000002
2025/07/20 19:11:18.111,0.547,0.459,0.49,0.456,1.952
2025/07/20 19:11:18.211,0.564,0.447,0.525,0.426,1.962
2025/07/20 19:11:18.311,0.542,0.477,0.496,0.423,1.9380000000000002
2025/07/20 19:11:18.411,0.529,0.47,0.488,0.421,1.9080000000000001
2025/07/20 19:11:18.511,0.513,0.47,0.515,0.376,1.874
2025/07/20 19:11:18.611,0.517,0.448,0.48,0.407,1.852
2025/07/20 19:11:18.711,0.529,0.432,0.483,0.408,1.8519999999999999
2025/07/20 19:11:18.811,0.52,0.456,0.486,0.376,1.838
2025/07/20 19:11:18.911,0.525,0.455,0.478,0.376,1.834
2025/07/20 19:11:19.011,0.531,0.451,0.47,0.391,1.843
2025/07/20 19:11:19.111,0.533,0.464,0.477,0.408,1.8820000000000001
2025/07/20 19:11:19.211,0.572,0.459,0.528,0.416,1.9749999999999999
2025/07/20 19:11:19.311,0.537,0.507,0.515,0.416,1.975
2025/07/20 19:11:19.411,0.558,0.506,0.504,0.44,2.008
2025/07/20 19:11:19.511,0.572,0.507,0.542,0.391,2.012
2025/07/20 19:11:19.611,0.568,0.521,0.528,0.394,2.011
2025/07/20 19:11:19.711,0.563,0.512,0.51,0.426,2.011
2025/07/20 19:11:19.811,0.56,0.509,0.52,0.413,2.002
2025/07/20 19:11:19.910,0.576,0.494,0.541,0.402,2.013
2025/07/20 19:11:20.010,0.55,0.501,0.523,0.405,1.9790000000000003
2025/07/20 19:11:20.110,0.571,0.447,0.504,0.437,1.959
2025/07/20 19:11:20.210,0.539,0.445,0.504,0.431,1.919
2025/07/20 19:11:20.310,0.544,0.447,0.545,0.413,1.949
2025/07/20 19:11:20.410,0.509,0.474,0.51,0.407,1.9
2025/07/20 19:11:20.510,0.518,0.469,0.515,0.405,1.907
2025/07/20 19:11:20.610,0.513,0.456,0.517,0.402,1.8880000000000003
2025/07/20 19:11:20.710,0.51,0.469,0.52,0.389,1.8880000000000001
2025/07/20 19:11:20.810,0.521,0.488,0.51,0.388,1.907
2025/07/20 19:11:20.910,0.55,0.464,0.52,0.396,1.9300000000000002
2025/07/20 19:11:21.010,0.531,0.469,0.496,0.431,1.927
2025/07/20 19:11:21.110,0.531,0.461,0.496,0.461,1.949
2025/07/20 19:11:21.210,0.541,0.467,0.541,0.413,1.962
2025/07/20 19:11:21.310,0.536,0.47,0.52,0.416,1.942
2025/07/20 19:11:21.410,0.536,0.48,0.513,0.424,1.9529999999999998
2025/07/20 19:11:21.510,0.531,0.472,0.499,0.459,1.9610000000000003
2025/07/20 19:11:21.610,0.504,0.447,0.51,0.431,1.8920000000000001
2025/07/20 19:11:21.711,0.499,0.429,0.539,0.418,1.885
2025/07/20 19:11:21.811,0.49,0.424,0.502,0.427,1.843
2025/07/20 19:11:21.911,0.486,0.429,0.478,0.419,1.812
2025/07/20 19:11:22.010,0.504,0.404,0.477,0.397,1.782
2025/07/20 19:11:22.110,0.49,0.432,0.445,0.407,1.774
2025/07/20 19:11:22.210,0.542,0.432,0.466,0.429,1.869
2025/07/20 19:11:22.310,0.494,0.483,0.509,0.405,1.891
2025/07/20 19:11:22.410,0.506,0.464,0.502,0.437,1.909
2025/07/20 19:11:22.510,0.506,0.4,0.504,0.44,1.85
2025/07/20 19:11:22.610,0.504,0.384,0.523,0.421,1.832
2025/07/20 19:11:22.710,0.504,0.383,0.482,0.419,1.788
2025/07/20 19:11:22.810,0.494,0.389,0.456,0.435,1.774
2025/07/20 19:11:22.910,0.442,0.455,0.499,0.388,1.7839999999999998
2025/07/20 19:11:23.010,0.41,0.407,0.496,0.381,1.694
2025/07/20 19:11:23.110,0.386,0.341,0.437,0.384,1.548
2025/07/20 19:11:23.210,0.311,0.289,0.37,0.338,1.308
2025/07/20 19:11:23.310,-0.062,-0.066,-0.031,-0.032,-0.191
2025/07/20 19:11:23.410,-0.051,-0.156,-0.077,-0.088,-0.372
2025/07/20 19:11:23.510,-0.128,-0.227,-0.115,-0.172,-0.6419999999999999
2025/07/20 19:11:23.610,-0.148,-0.227,-0.142,-0.168,-0.685
2025/07/20 19:11:23.711,-0.15,-0.227,-0.141,-0.174,-0.692
2025/07/20 19:11:23.811,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:23.910,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.010,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.111,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.210,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.311,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.410,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.510,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.610,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.711,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.810,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:24.911,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.010,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.110,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.210,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.311,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.410,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.510,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.610,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.711,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.810,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:25.910,-0.258,-0.258,-0.258,-0.258,-1.032
2025/07/20 19:11:26.010,-0.258,-0.258,-0.258,-0.258,-1.032
