Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/20 19:27:54.844,0.174,-0.167,5.822,0.057,-0.009,0.482,0.109,-0.037,-0.08,-0.004,-0.095,5.304,10900,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:54.944,-0.117,-0.315,5.909,0.101,0.014,0.475,0.105,-0.013,-0.066,-0.111,-0.095,5.158,11000,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.044,-0.081,-0.45,5.826,0.125,0.018,0.458,0.103,0.002,-0.064,-0.23,-0.123,5.041,11100,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.144,-0.355,-0.429,5.739,0.14,0.016,0.429,0.108,0.018,-0.067,-0.313,-0.159,4.948,11200,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.244,-0.484,-0.261,5.788,0.14,0.016,0.417,0.103,0.023,-0.065,-0.384,-0.166,4.912,11300,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.344,-0.519,-0.668,5.718,0.14,0.018,0.413,0.105,0.024,-0.066,-0.412,-0.172,4.945,11400,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.446,,,,,,,,,,,,,,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.448,-0.915,-0.439,5.627,0.158,0.025,0.433,0.112,0.017,-0.068,-0.421,-0.172,5.041,11500,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.544,-0.539,-0.277,5.462,0.201,0.04,0.454,0.119,0.003,-0.073,-0.403,-0.169,5.144,11600,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.644,-0.851,-0.254,5.286,0.27,0.069,0.458,0.118,-0.022,-0.085,-0.37,-0.174,5.26,11700,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.744,-0.737,-0.063,5.749,0.325,0.084,0.428,0.105,-0.055,-0.096,-0.297,-0.16,5.382,11800,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.844,-0.388,-0.225,5.49,0.375,0.086,0.346,0.099,-0.113,-0.1,-0.253,-0.122,5.53,11900,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:55.944,-0.421,0.3,5.751,0.386,0.092,0.254,0.076,-0.169,-0.114,-0.204,-0.11,5.672,12000,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:56.044,-0.256,-0.691,5.584,0.366,0.095,0.16,0.074,-0.227,-0.115,-0.18,-0.071,5.764,12100,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:56.144,-0.485,-0.39,5.805,0.324,0.08,0.083,0.046,-0.277,-0.133,-0.171,-0.081,5.807,12200,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:56.244,0.004,-0.301,5.975,0.29,0.067,0.046,0.034,-0.306,-0.144,-0.141,-0.085,5.822,12300,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:56.344,-0.271,0.458,5.915,0.276,0.041,0.035,0.018,-0.317,-0.161,-0.094,-0.119,5.831,12400,,,-0.0001,0.5793,0.0,PhaseCorr: err=-0.0001 est_freq=0.5793 Hz corr=0.0
2026/01/20 19:27:56.446,,,,,,,,,,,,,,,,0.0001,0.5794,0.0,PhaseCorr: err=0.0001 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:27:56.448,0.366,-0.229,5.917,0.254,0.054,0.025,0.025,-0.33,-0.153,-0.086,-0.093,5.806,12500,,,0.0001,0.5794,0.0,PhaseCorr: err=0.0001 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:27:56.544,0.354,-0.358,5.905,0.279,0.06,0.03,0.025,-0.317,-0.15,-0.036,-0.088,5.775,12600,,,0.0001,0.5794,0.0,PhaseCorr: err=0.0001 est_freq=0.5794 Hz corr=0.00
2026/01/20 19:27:56.644,0.176,-0.208,5.803,0.325,0.061,0.027,0.024,-0.292,-0.149,0.008,-0.098,5.711,12700,,,0.0001,0.5794,0.0,PhaseCorr: err=0.0001 est_freq=0.5794 Hz corr=0.00
