Timestamp,F_curr_X_N,F_curr_Y_N,F_curr_Z_N,A_X,A_Y,B_X,B_Y,C_X,C_Y,F_pred_X_N,F_pred_Y_N,F_pred_Z_N,Pixhawk_Time_ms,Prediction_Time_ms,Cold_Start_Progress,phase_error_rad,estimated_freq_Hz,phase_correction_rad,PhaseCorr_raw
2026/01/21 18:01:51.329,0.429,0.118,-23.489,0.0,0.0,0.001,0.001,0.429,0.122,0.429,0.122,-23.504,11600,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.429,0.428,0.122,-23.504,-0.0,-0.0,-0.001,0.0,0.428,0.121,0.428,0.121,-23.505,11700,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.529,0.427,0.124,-23.507,-0.0,-0.001,-0.0,0.0,0.429,0.121,0.429,0.121,-23.506,11800,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.631,,,,,,,,,,,,,,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.633,0.426,0.118,-23.492,-0.0,-0.0,-0.0,0.0,0.429,0.121,0.429,0.121,-23.505,11900,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.729,0.429,0.122,-23.499,-0.0,-0.0,-0.001,0.0,0.428,0.121,0.429,0.121,-23.504,12000,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.829,0.429,0.12,-23.504,0.0,0.0,-0.0,0.001,0.429,0.121,0.428,0.121,-23.502,12100,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:51.929,0.429,0.12,-23.491,-0.001,-0.0,-0.0,0.0,0.428,0.121,0.428,0.122,-23.501,12200,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.029,0.428,0.116,-23.495,-0.0,-0.0,-0.001,0.0,0.428,0.121,0.428,0.122,-23.499,12300,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.129,0.431,0.115,-23.499,-0.001,-0.0,-0.0,0.001,0.428,0.121,0.428,0.121,-23.498,12400,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.229,0.426,0.123,-23.504,-0.001,-0.0,-0.0,0.001,0.428,0.121,0.427,0.121,-23.498,12500,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.329,0.43,0.125,-23.488,-0.001,-0.0,-0.0,0.001,0.428,0.121,0.427,0.121,-23.497,12600,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.429,0.429,0.119,-23.499,-0.001,-0.0,-0.001,0.001,0.428,0.121,0.427,0.121,-23.498,12700,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.529,0.42,0.126,-23.505,-0.0,-0.001,-0.0,0.001,0.428,0.121,0.428,0.12,-23.499,12800,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.631,,,,,,,,,,,,,,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.633,0.424,0.13,-23.484,-0.0,-0.001,-0.001,0.001,0.428,0.121,0.428,0.12,-23.499,12900,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.729,0.42,0.118,-23.502,0.001,-0.001,-0.001,0.001,0.427,0.121,0.428,0.12,-23.496,13000,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.829,0.43,0.118,-23.499,0.001,-0.0,-0.001,0.001,0.427,0.12,0.427,0.12,-23.497,13100,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:52.929,0.429,0.127,-23.485,0.001,-0.001,-0.0,0.001,0.428,0.121,0.427,0.121,-23.498,13200,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.029,0.434,0.119,-23.499,0.001,-0.001,0.0,0.001,0.428,0.12,0.429,0.121,-23.499,13300,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.129,0.426,0.112,-23.504,0.001,-0.001,0.0,0.0,0.428,0.12,0.429,0.12,-23.499,13400,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.229,0.425,0.122,-23.494,0.001,-0.001,0.0,0.0,0.428,0.12,0.429,0.119,-23.498,13500,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.329,0.434,0.127,-23.501,0.0,-0.0,-0.0,0.001,0.428,0.12,0.428,0.121,-23.498,13600,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.429,0.429,0.113,-23.502,0.001,0.0,0.0,0.001,0.428,0.12,0.429,0.121,-23.5,13700,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.529,0.43,0.123,-23.506,0.0,-0.0,0.0,0.001,0.428,0.12,0.428,0.12,-23.499,13800,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.631,,,,,,,,,,,,,,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.633,0.427,0.125,-23.5,0.001,0.0,0.0,0.001,0.428,0.121,0.428,0.12,-23.499,13900,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.729,0.425,0.123,-23.516,0.0,0.001,0.0,0.0,0.428,0.121,0.428,0.121,-23.501,14000,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.829,0.426,0.123,-23.508,0.0,0.0,0.001,0.001,0.428,0.121,0.427,0.12,-23.502,14100,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:53.929,0.429,0.12,-23.5,0.0,0.0,0.001,0.001,0.427,0.121,0.427,0.12,-23.497,14200,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.029,0.426,0.125,-23.51,-0.0,0.0,0.0,0.0,0.428,0.121,0.428,0.121,-23.497,14300,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.129,0.429,0.127,-23.514,-0.0,-0.0,0.0,-0.0,0.428,0.121,0.428,0.121,-23.497,14400,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.229,0.427,0.12,-23.508,-0.0,-0.0,0.0,0.0,0.428,0.121,0.428,0.121,-23.497,14500,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.329,0.428,0.125,-23.512,-0.0,-0.001,0.0,-0.0,0.428,0.121,0.428,0.121,-23.497,14600,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.429,0.432,0.115,-23.515,-0.0,-0.001,0.0,0.0,0.428,0.121,0.428,0.121,-23.499,14700,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.529,0.426,0.114,-23.505,-0.0,-0.001,0.0,-0.001,0.428,0.121,0.428,0.12,-23.501,14800,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.631,,,,,,,,,,,,,,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.633,0.439,0.121,-23.507,-0.0,-0.001,-0.0,-0.001,0.427,0.12,0.427,0.118,-23.502,14900,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.729,0.426,0.123,-23.511,0.001,-0.0,0.001,-0.001,0.429,0.12,0.431,0.119,-23.506,15000,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.829,0.423,0.114,-23.507,0.001,-0.001,0.002,-0.001,0.429,0.12,0.432,0.119,-23.505,15100,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:54.929,0.436,0.127,-23.511,0.0,0.0,0.001,-0.001,0.428,0.121,0.427,0.121,-23.505,15200,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.029,0.426,0.122,-23.515,0.001,0.001,0.001,-0.0,0.428,0.122,0.428,0.123,-23.507,15300,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.129,0.426,0.119,-23.505,0.001,0.001,0.001,-0.0,0.428,0.122,0.427,0.123,-23.507,15400,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.229,0.427,0.124,-23.499,0.0,0.0,0.001,-0.0,0.428,0.121,0.427,0.121,-23.506,15500,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.329,0.43,0.122,-23.513,0.0,0.001,0.001,-0.001,0.428,0.121,0.427,0.122,-23.507,15600,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.429,0.432,0.125,-23.506,0.001,0.001,0.001,-0.0,0.428,0.121,0.427,0.121,-23.506,15700,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.529,0.426,0.118,-23.505,0.001,0.0,0.001,0.0,0.428,0.121,0.428,0.121,-23.506,15800,,,-0.0001,0.5999,0.0,PhaseCorr: err=-0.0001 est_freq=0.5999 Hz corr=0.0
2026/01/21 18:01:55.631,,,,,,,,,,,,,,,,-0.0002,0.5999,0.0,PhaseCorr: err=-0.0002 est_freq=0.5999 Hz corr=0.0
