Time,GPS_Lat,GPS_Lon,GPS_Alt,N(m),E(m),Target_Alt,Yaw(deg),Local_X(m),Local_Y(m),Yaw_Offset(deg),Initial_Yaw(deg)
2025-06-29T15:22:30.454828+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:30.554910+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:30.654993+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:30.755074+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:30.855170+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:30.955275+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:31.055385+09:00,36.0757759,136.2132946,0.51,-0.1,0.0,0.5,175.41513124555854,-0.017871174728497863,-0.01131697604432702,0.0,175.41513124555854
2025-06-29T15:22:31.155498+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.255621+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.355724+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.455826+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.555928+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.656029+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.756129+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.856229+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:31.956330+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:32.056432+09:00,36.0757759,136.2132947,0.512,-0.1,0.0,0.5,175.41513124555854,-0.008866418385878205,-0.011204673908650875,0.0,175.41513124555854
2025-06-29T15:22:32.156534+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.256636+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.356736+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.456836+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.556937+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.657037+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.757136+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.857236+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:32.957335+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:33.057436+09:00,36.0757755,136.2132948,0.505,-0.2,0.0,0.5,175.41513124555854,0.0006916903657838702,-0.05546185653656721,0.0,175.41513124555854
2025-06-29T15:22:33.157535+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.257637+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.357738+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.457839+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.557938+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.658037+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.758136+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.858235+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:33.958337+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:34.058439+09:00,36.0757751,136.2132949,0.517,-0.2,0.0,0.5,175.41513124555854,0.010249799233861268,-0.09971903916448355,0.0,175.41513124555854
2025-06-29T15:22:34.158540+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.258641+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
