Timestamp,M0_Thrust_N,M1_Thrust_N,M2_Thrust_N,M3_Thrust_N
2025/07/20 16:40:20.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:21.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:22.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:23.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:24.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:25.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:26.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:27.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:28.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:29.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:30.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:31.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:32.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:33.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:34.825,-0.258,-0.258,-0.258,-0.258
2025/07/20 16:40:35.825,-0.258,-0.258,-0.258,-0.258
